Reference_Species	Query_Species	dN	dS	dNdS	Reference_Gene	Query_gene
bdis_ABR2	osat_cds	0.0896	2.7773	0.0323	Brdisv1ABR21036061m	Os10t0576100-01
bdis_ABR2	osat_cds	0.3141	0.6745	0.4656	Brdisv1ABR21000920m	Os03t0157000-00
bdis_ABR2	osat_cds	0.1614	0.5417	0.2980	Brdisv1ABR21036039m	Os10t0577800-01
bdis_ABR2	osat_cds	0.1059	1.1848	0.0893	Brdisv1ABR21031571m	Os08t0365500-00
bdis_ABR2	osat_cds	0.0409	0.9778	0.0418	Brdisv1ABR21026391m	Os11t0516100-01
bdis_ABR2	osat_cds	0.1115	0.4194	0.2658	Brdisv1ABR21024517m	Os12t0498700-01
bdis_ABR2	osat_cds	0.6640	0.6205	1.0702	Brdisv1ABR21029717m	Os04t0127800-01
bdis_ABR2	osat_cds	0.3211	0.8116	0.3956	Brdisv1ABR21043226m	Os04t0580300-01
bdis_ABR2	osat_cds	0.0732	0.5754	0.1271	Brdisv1ABR21006044m	Os06t0630300-02
bdis_ABR2	osat_cds	0.0572	0.3753	0.1524	Brdisv1ABR21035137m	Os10t0467200-01
bdis_ABR2	osat_cds	0.0814	0.4643	0.1753	Brdisv1ABR21000513m	Os03t0826300-00
bdis_ABR2	osat_cds	0.1550	0.4171	0.3715	Brdisv1ABR21044769m	Os02t0436400-01
bdis_ABR2	osat_cds	0.2667	1.5317	0.1741	Brdisv1ABR21026791m	Os04t0387000-00
bdis_ABR2	osat_cds	0.0984	1.0946	0.0899	Brdisv1ABR21043716m	Os04t0617700-01
bdis_ABR2	osat_cds	0.0393	0.3638	0.1081	Brdisv1ABR21002135m	Os03t0659900-01
bdis_ABR2	osat_cds	0.0740	0.5122	0.1445	Brdisv1ABR21036810m	Os08t0493900-01
bdis_ABR2	osat_cds	0.5096	0.6892	0.7394	Brdisv1ABR21025871m	Os11t0599101-01
bdis_ABR2	osat_cds	0.0396	0.5365	0.0738	Brdisv1ABR21040282m	Os02t0739600-01
bdis_ABR2	osat_cds	0.1336	0.5462	0.2446	Brdisv1ABR21038384m	Os02t0614400-01
bdis_ABR2	osat_cds	0.4558	0.6446	0.7071	Brdisv1ABR21001477m	Os01t0590200-01
bdis_ABR2	osat_cds	0.0299	0.4260	0.0702	Brdisv1ABR21012973m	Os03t0113700-01
bdis_ABR2	osat_cds	0.0631	0.4253	0.1483	Brdisv1ABR21004757m	Os07t0463400-01
bdis_ABR2	osat_cds	0.0846	0.4020	0.2104	Brdisv1ABR21046752m	Os06t0486400-01
bdis_ABR2	osat_cds	0.0678	0.3447	0.1968	Brdisv1ABR21039200m	Os02t0714000-01
bdis_ABR2	osat_cds	0.4851	0.6419	0.7556	Brdisv1ABR21010398m	Os07t0120200-00
bdis_ABR2	osat_cds	0.0218	1.7627	0.0123	Brdisv1ABR21011045m	Os03t0277300-01
bdis_ABR2	osat_cds	0.1805	1.0371	0.1741	Brdisv1ABR21010588m	Os03t0328300-01
bdis_ABR2	osat_cds	0.3453	0.9839	0.3510	Brdisv1ABR21040952m	Os03t0668000-01
bdis_ABR2	osat_cds	0.2261	0.3255	0.6944	Brdisv1ABR21002231m	Os12t0620100-00
bdis_ABR2	osat_cds	0.1042	0.5991	0.1739	Brdisv1ABR21042911m	Os04t0545000-01
bdis_ABR2	osat_cds	0.0828	0.3856	0.2146	Brdisv1ABR21023204m	Os01t0962200-01
bdis_ABR2	osat_cds	0.0777	0.4304	0.1806	Brdisv1ABR21043361m	Os04t0592700-01
bdis_ABR2	osat_cds	0.0814	0.5551	0.1466	Brdisv1ABR21015768m	Os04t0254000-01
bdis_ABR2	osat_cds	0.1266	0.4094	0.3094	Brdisv1ABR21014410m	Os01t0229500-01
bdis_ABR2	osat_cds	0.0818	0.4480	0.1825	Brdisv1ABR21032254m	Os02t0221800-00
bdis_ABR2	osat_cds	0.1445	1.6414	0.0881	Brdisv1ABR21016870m	Os05t0465000-01
bdis_ABR2	osat_cds	0.1188	1.0111	0.1175	Brdisv1ABR21036971m	Os07t0190650-00
bdis_ABR2	osat_cds	0.0756	0.8338	0.0907	Brdisv1ABR21041354m	Os04t0396800-01
bdis_ABR2	osat_cds	0.1214	0.4884	0.2485	Brdisv1ABR21046466m	Os11t0592900-01
bdis_ABR2	osat_cds	0.3293	2.3463	0.1404	Brdisv1ABR21046634m	Os01t0134800-01
bdis_ABR2	osat_cds	0.2040	0.6094	0.3348	Brdisv1ABR21031366m	Os02t0139000-01
bdis_ABR2	osat_cds	0.2242	0.6239	0.3593	Brdisv1ABR21021578m	Os01t0810800-01
bdis_ABR2	osat_cds	0.1219	1.9735	0.0618	Brdisv1ABR21034854m	Os10t0416500-04
bdis_ABR2	osat_cds	0.1089	0.5234	0.2081	Brdisv1ABR21034839m	Os10t0415600-03
bdis_ABR2	osat_cds	0.0719	0.8103	0.0887	Brdisv1ABR21031318m	Os02t0137200-01
bdis_ABR2	osat_cds	0.0341	0.4036	0.0844	Brdisv1ABR21040210m	Os02t0746000-01
bdis_ABR2	osat_cds	0.1694	0.5294	0.3200	Brdisv1ABR21009770m	Os07t0108000-01
bdis_ABR2	osat_cds	0.1166	0.5196	0.2244	Brdisv1ABR21036530m	Os11t0680200-00
bdis_ABR2	osat_cds	0.1623	0.4409	0.3681	Brdisv1ABR21041550m	Os04t0416100-01
bdis_ABR2	osat_cds	0.2812	1.2806	0.2196	Brdisv1ABR21030246m	Os12t0151600-00
bdis_ABR2	osat_cds	0.0792	0.5600	0.1414	Brdisv1ABR21028967m	Os08t0540000-01
bdis_ABR2	osat_cds	0.1854	1.5888	0.1167	Brdisv1ABR21016415m	Os05t0519000-00
bdis_ABR2	osat_cds	0.0962	0.4628	0.2078	Brdisv1ABR21008838m	Os07t0213300-01
bdis_ABR2	osat_cds	0.0715	0.6258	0.1143	Brdisv1ABR21012029m	Os03t0195200-01
bdis_ABR2	osat_cds	0.2004	0.3643	0.5502	Brdisv1ABR21027697m	Os05t0121700-02
bdis_ABR2	osat_cds	0.2053	0.5122	0.4008	Brdisv1ABR21010007m	Os03t0397700-01
bdis_ABR2	osat_cds	0.1236	2.0855	0.0593	Brdisv1ABR21043297m	Os04t0586100-01
bdis_ABR2	osat_cds	0.0655	0.5625	0.1165	Brdisv1ABR21009775m	Os06t0334300-01
bdis_ABR2	osat_cds	0.1018	0.4964	0.2051	Brdisv1ABR21005094m	Os06t0716000-01
bdis_ABR2	osat_cds	0.0866	0.4867	0.1779	Brdisv1ABR21041610m	Os04t0428900-01
bdis_ABR2	osat_cds	0.1261	0.4767	0.2645	Brdisv1ABR21039594m	Os05t0455900-01
bdis_ABR2	osat_cds	0.1029	0.4897	0.2101	Brdisv1ABR21044943m	Os10t0495600-01
bdis_ABR2	osat_cds	0.1320	0.6611	0.1997	Brdisv1ABR21012566m	Os02t0535400-01
bdis_ABR2	osat_cds	0.2494	0.7305	0.3415	Brdisv1ABR21019951m	Os01t0621500-00
bdis_ABR2	osat_cds	0.0486	0.8582	0.0566	Brdisv1ABR21011725m	Os10t0533200-01
bdis_ABR2	osat_cds	0.1280	0.5150	0.2486	Brdisv1ABR21010396m	Os03t0347800-01
bdis_ABR2	osat_cds	0.0531	0.4386	0.1210	Brdisv1ABR21031314m	Os02t0137000-01
bdis_ABR2	osat_cds	0.0907	0.6243	0.1453	Brdisv1ABR21019210m	Os05t0105300-01
bdis_ABR2	osat_cds	0.2614	0.1427	1.8310	Brdisv1ABR21012464m	Os03t0158700-01
bdis_ABR2	osat_cds	0.3538	0.5120	0.6911	Brdisv1ABR21041812m	Os04t0444900-01
bdis_ABR2	osat_cds	0.2046	1.2125	0.1687	Brdisv1ABR21040930m	Os10t0378000-00
bdis_ABR2	osat_cds	0.1565	0.5628	0.2781	Brdisv1ABR21032158m	Os02t0208600-01
bdis_ABR2	osat_cds	0.2193	0.6301	0.3481	Brdisv1ABR21016298m	Os05t0530701-01
bdis_ABR2	osat_cds	0.1210	4.1280	0.0293	Brdisv1ABR21023216m	Os01t0959100-01
bdis_ABR2	osat_cds	0.0950	0.6936	0.1369	Brdisv1ABR21004758m	Os07t0462700-01
bdis_ABR2	osat_cds	0.0926	0.6371	0.1453	Brdisv1ABR21033522m	Os08t0162200-01
bdis_ABR2	osat_cds	0.1429	2.1473	0.0665	Brdisv1ABR21014418m	Os01t0231600-00
bdis_ABR2	osat_cds	0.2989	1.0539	0.2836	Brdisv1ABR21040693m	Os03t0347900-01
bdis_ABR2	osat_cds	0.0816	0.4523	0.1804	Brdisv1ABR21006935m	Os06t0301000-01
bdis_ABR2	osat_cds	0.1521	0.5623	0.2704	Brdisv1ABR21002083m	Os03t0668400-01
bdis_ABR2	osat_cds	0.2812	2.3164	0.1214	Brdisv1ABR21000680m	Os03t0809000-01
bdis_ABR2	osat_cds	0.1146	0.4326	0.2648	Brdisv1ABR21045360m	Os04t0506300-01
bdis_ABR2	osat_cds	0.0327	0.5051	0.0648	Brdisv1ABR21035510m	Os10t0512700-01
bdis_ABR2	osat_cds	0.0714	0.6735	0.1060	Brdisv1ABR21003882m	Os07t0583600-01
bdis_ABR2	osat_cds	0.1207	1.6336	0.0739	Brdisv1ABR21001522m	Os03t0734200-01
bdis_ABR2	osat_cds	0.0856	0.4233	0.2022	Brdisv1ABR21000526m	Os03t0825300-01
bdis_ABR2	osat_cds	0.1155	0.8966	0.1288	Brdisv1ABR21034541m	Os10t0177200-02
bdis_ABR2	osat_cds	0.1065	0.5179	0.2056	Brdisv1ABR21001561m	Os03t0729700-01
bdis_ABR2	osat_cds	0.0247	0.4474	0.0552	Brdisv1ABR21044357m	Os04t0675500-01
bdis_ABR2	osat_cds	0.0785	0.5092	0.1542	Brdisv1ABR21005431m	Os02t0514500-01
bdis_ABR2	osat_cds	0.1010	0.6029	0.1676	Brdisv1ABR21032113m	Os01t0191100-01
bdis_ABR2	osat_cds	0.1666	0.5715	0.2916	Brdisv1ABR21002876m	Os07t0686400-00
bdis_ABR2	osat_cds	0.0919	0.5269	0.1745	Brdisv1ABR21005196m	Os06t0645800-01
bdis_ABR2	osat_cds	0.1085	0.3915	0.2772	Brdisv1ABR21005112m	Os06t0715700-01
bdis_ABR2	osat_cds	0.0409	0.5325	0.0768	Brdisv1ABR21045072m	Os02t0594900-01
bdis_ABR2	osat_cds	0.3244	0.6097	0.5320	Brdisv1ABR21023154m	Os10t0573900-01
bdis_ABR2	osat_cds	0.4311	0.1814	2.3764	Brdisv1ABR21026208m	Os01t0216000-01
bdis_ABR2	osat_cds	0.1625	0.9067	0.1792	Brdisv1ABR21007521m	Os06t0215100-01
bdis_ABR2	osat_cds	0.1016	0.3751	0.2708	Brdisv1ABR21014826m	Os01t0267400-01
bdis_ABR2	osat_cds	0.3203	2.3426	0.1367	Brdisv1ABR21030784m	Os09t0540800-01
bdis_ABR2	osat_cds	0.1589	0.5732	0.2773	Brdisv1ABR21037370m	Os08t0556500-00
bdis_ABR2	osat_cds	0.4215	0.7166	0.5883	Brdisv1ABR21016407m	Os09t0454100-01
bdis_ABR2	osat_cds	0.2073	0.8120	0.2553	Brdisv1ABR21010003m	Os07t0618400-01
bdis_ABR2	osat_cds	0.0813	0.5098	0.1594	Brdisv1ABR21004121m	Os07t0564700-01
bdis_ABR2	osat_cds	0.0787	0.4889	0.1611	Brdisv1ABR21040145m	Os02t0814100-00
bdis_ABR2	osat_cds	0.0484	0.8017	0.0604	Brdisv1ABR21008910m	Os07t0204400-00
bdis_ABR2	osat_cds	0.1432	0.8547	0.1675	Brdisv1ABR21029345m	Os09t0544700-00
bdis_ABR2	osat_cds	0.3754	0.7157	0.5245	Brdisv1ABR21004110m	Os02t0176100-02
bdis_ABR2	osat_cds	0.2363	0.9878	0.2392	Brdisv1ABR21012199m	Os03t0180900-01
bdis_ABR2	osat_cds	0.1254	0.3697	0.3392	Brdisv1ABR21038636m	Os02t0646400-01
bdis_ABR2	osat_cds	0.3838	1.0121	0.3792	Brdisv1ABR21029787m	Os03t0113200-01
bdis_ABR2	osat_cds	0.1255	0.4059	0.3093	Brdisv1ABR21004545m	Os07t0490200-01
bdis_ABR2	osat_cds	0.0716	0.3264	0.2193	Brdisv1ABR21031684m	Os02t0170100-01
bdis_ABR2	osat_cds	0.0611	0.5425	0.1126	Brdisv1ABR21017905m	Os05t0316100-01
bdis_ABR2	osat_cds	0.1459	0.7171	0.2035	Brdisv1ABR21009414m	Os05t0305100-01
bdis_ABR2	osat_cds	0.1309	1.5942	0.0821	Brdisv1ABR21008622m	Os07t0294800-01
bdis_ABR2	osat_cds	0.0949	0.4319	0.2198	Brdisv1ABR21000671m	Os03t0810900-01
bdis_ABR2	osat_cds	0.4455	0.9821	0.4536	Brdisv1ABR21026557m	Os09t0502900-00
bdis_ABR2	osat_cds	0.0227	0.2319	0.0977	Brdisv1ABR21042367m	Os04t0498200-01
bdis_ABR2	osat_cds	0.1901	0.5840	0.3254	Brdisv1ABR21016699m	Os05t0489800-01
bdis_ABR2	osat_cds	0.2171	3.0893	0.0703	Brdisv1ABR21012527m	Os03t0152300-01
bdis_ABR2	osat_cds	0.0735	0.6963	0.1055	Brdisv1ABR21014638m	Os01t0232400-01
bdis_ABR2	osat_cds	0.1087	0.4497	0.2417	Brdisv1ABR21004824m	Os07t0446100-01
bdis_ABR2	osat_cds	0.1838	0.3452	0.5323	Brdisv1ABR21043342m	Os04t0591000-01
bdis_ABR2	osat_cds	0.7010	0.5115	1.3706	Brdisv1ABR21029336m	Os07t0517700-00
bdis_ABR2	osat_cds	0.0859	0.5071	0.1693	Brdisv1ABR21020470m	Os01t0687500-01
bdis_ABR2	osat_cds	0.0196	0.5612	0.0349	Brdisv1ABR21028180m	Os02t0325100-01
bdis_ABR2	osat_cds	0.4985	0.5450	0.9147	Brdisv1ABR21044478m	Os01t0324400-02
bdis_ABR2	osat_cds	0.0302	0.6844	0.0441	Brdisv1ABR21041951m	Os04t0457000-01
bdis_ABR2	osat_cds	0.5367	0.9678	0.5545	Brdisv1ABR21043840m	Os05t0192500-00
bdis_ABR2	osat_cds	0.1121	0.6407	0.1750	Brdisv1ABR21013932m	Os01t0176500-01
bdis_ABR2	osat_cds	0.2821	2.3568	0.1197	Brdisv1ABR21008953m	Os07t0194300-01
bdis_ABR2	osat_cds	0.1229	0.3634	0.3382	Brdisv1ABR21032292m	Os02t0227400-01
bdis_ABR2	osat_cds	0.1306	0.5071	0.2575	Brdisv1ABR21007468m	Os06t0220600-01
bdis_ABR2	osat_cds	0.1829	0.4096	0.4466	Brdisv1ABR21031225m	Os02t0132200-00
bdis_ABR2	osat_cds	0.1362	0.6731	0.2024	Brdisv1ABR21014624m	Os01t0252600-00
bdis_ABR2	osat_cds	0.1497	0.8021	0.1866	Brdisv1ABR21017470m	Os06t0537700-01
bdis_ABR2	osat_cds	0.1046	0.6397	0.1635	Brdisv1ABR21041298m	Os04t0390600-01
bdis_ABR2	osat_cds	0.0515	0.5155	0.0998	Brdisv1ABR21007370m	Os06t0229200-01
bdis_ABR2	osat_cds	0.0862	0.4128	0.2088	Brdisv1ABR21033910m	Os05t0319700-01
bdis_ABR2	osat_cds	0.0711	0.4419	0.1609	Brdisv1ABR21002687m	Os05t0220100-01
bdis_ABR2	osat_cds	0.0277	0.7486	0.0370	Brdisv1ABR21014454m	Os03t0791500-01
bdis_ABR2	osat_cds	0.1416	0.9342	0.1516	Brdisv1ABR21023530m	Os06t0324400-01
bdis_ABR2	osat_cds	0.0402	0.9378	0.0429	Brdisv1ABR21010440m	Os03t0343800-00
bdis_ABR2	osat_cds	0.2207	0.4871	0.4532	Brdisv1ABR21043664m	Os04t0613800-01
bdis_ABR2	osat_cds	0.2262	1.1466	0.1973	Brdisv1ABR21043592m	Os08t0410950-00
bdis_ABR2	osat_cds	0.1361	0.5295	0.2570	Brdisv1ABR21034087m	Os08t0270200-01
bdis_ABR2	osat_cds	0.0884	0.4512	0.1960	Brdisv1ABR21024747m	Os09t0103100-01
bdis_ABR2	osat_cds	0.0335	0.5233	0.0639	Brdisv1ABR21013393m	Os09t0315700-01
bdis_ABR2	osat_cds	0.1133	0.3795	0.2985	Brdisv1ABR21011038m	Os03t0278300-04
bdis_ABR2	osat_cds	0.1095	0.5193	0.2108	Brdisv1ABR21010197m	Os03t0374400-01
bdis_ABR2	osat_cds	0.8135	1.0540	0.7719	Brdisv1ABR21020024m	Os01t0951000-01
bdis_ABR2	osat_cds	0.2806	0.4161	0.6743	Brdisv1ABR21038426m	Os02t0620100-01
bdis_ABR2	osat_cds	0.0776	0.5057	0.1535	Brdisv1ABR21007067m	Os06t0283400-01
bdis_ABR2	osat_cds	0.1890	0.5402	0.3499	Brdisv1ABR21005677m	Os06t0686400-02
bdis_ABR2	osat_cds	0.0919	0.7726	0.1190	Brdisv1ABR21015841m	Os01t0658700-01
bdis_ABR2	osat_cds	0.1115	0.4504	0.2476	Brdisv1ABR21012986m	Os03t0114300-01
bdis_ABR2	osat_cds	0.0416	0.4358	0.0954	Brdisv1ABR21014380m	Os01t0227100-01
bdis_ABR2	osat_cds	0.2846	0.6322	0.4502	Brdisv1ABR21027473m	Os10t0541700-00
bdis_ABR2	osat_cds	0.2816	0.1680	1.6759	Brdisv1ABR21040793m	Os04t0101800-01
bdis_ABR2	osat_cds	0.1692	1.1809	0.1433	Brdisv1ABR21042722m	Os04t0528200-01
bdis_ABR2	osat_cds	0.1680	1.3122	0.1280	Brdisv1ABR21042067m	Os04t0464100-01
bdis_ABR2	osat_cds	0.0554	0.5073	0.1092	Brdisv1ABR21001466m	Os02t0505400-02
bdis_ABR2	osat_cds	0.0534	0.5439	0.0982	Brdisv1ABR21003640m	Os07t0608500-01
bdis_ABR2	osat_cds	0.0257	0.6373	0.0403	Brdisv1ABR21038417m	Os02t0618250-01
bdis_ABR2	osat_cds	0.1219	0.2884	0.4225	Brdisv1ABR21014871m	Os01t0271700-01
bdis_ABR2	osat_cds	0.4581	14.5842	0.0314	Brdisv1ABR21045472m	Os09t0275200-01
bdis_ABR2	osat_cds	0.1433	0.4454	0.3217	Brdisv1ABR21023947m	Os12t0588800-01
bdis_ABR2	osat_cds	0.1495	0.5236	0.2856	Brdisv1ABR21029440m	Os09t0555600-01
bdis_ABR2	osat_cds	0.1534	0.5947	0.2580	Brdisv1ABR21003980m	Os07t0573000-01
bdis_ABR2	osat_cds	0.0599	0.6360	0.0942	Brdisv1ABR21024479m	Os12t0506400-01
bdis_ABR2	osat_cds	0.0624	0.4074	0.1531	Brdisv1ABR21003236m	Os07t0412400-01
bdis_ABR2	osat_cds	0.0849	0.8801	0.0964	Brdisv1ABR21000859m	Os03t0796600-01
bdis_ABR2	osat_cds	0.1638	0.5490	0.2984	Brdisv1ABR21020581m	Os01t0701900-01
bdis_ABR2	osat_cds	0.4080	0.8147	0.5008	Brdisv1ABR21012961m	Os04t0625600-01
bdis_ABR2	osat_cds	0.1499	0.4155	0.3608	Brdisv1ABR21016214m	Os05t0539500-01
bdis_ABR2	osat_cds	0.1338	0.8611	0.1554	Brdisv1ABR21006512m	Os05t0186000-01
bdis_ABR2	osat_cds	0.0801	0.6617	0.1210	Brdisv1ABR21022124m	Os01t0867800-01
bdis_ABR2	osat_cds	0.1378	1.6415	0.0840	Brdisv1ABR21023867m	Os01t0863300-01
bdis_ABR2	osat_cds	0.5981	1.0169	0.5882	Brdisv1ABR21023028m	Os01t0949500-01
bdis_ABR2	osat_cds	0.0388	1.3131	0.0295	Brdisv1ABR21012594m	Os03t0146100-01
bdis_ABR2	osat_cds	0.0836	0.3839	0.2176	Brdisv1ABR21032443m	Os02t0255100-01
bdis_ABR2	osat_cds	0.2343	99.7482	0.0023	Brdisv1ABR21014584m	Os01t0248000-01
bdis_ABR2	osat_cds	0.1093	1.2698	0.0860	Brdisv1ABR21004405m	Os01t0687800-00
bdis_ABR2	osat_cds	0.1911	0.5932	0.3221	Brdisv1ABR21019544m	Os08t0177300-01
bdis_ABR2	osat_cds	0.1109	1.1182	0.0991	Brdisv1ABR21022688m	Os01t0921100-01
bdis_ABR2	osat_cds	0.1007	0.5972	0.1687	Brdisv1ABR21027618m	Os09t0279500-01
bdis_ABR2	osat_cds	0.3288	1.1397	0.2885	Brdisv1ABR21024911m	Os12t0573200-01
bdis_ABR2	osat_cds	0.1183	0.9785	0.1209	Brdisv1ABR21040113m	Os02t0756800-01
bdis_ABR2	osat_cds	0.0866	0.5171	0.1674	Brdisv1ABR21026467m	Os11t0488600-01
bdis_ABR2	osat_cds	0.1331	0.1601	0.8317	Brdisv1ABR21041075m	Os04t0287400-01
bdis_ABR2	osat_cds	0.1604	0.8058	0.1990	Brdisv1ABR21007299m	Os06t0239100-01
bdis_ABR2	osat_cds	0.0866	0.5899	0.1468	Brdisv1ABR21003339m	Os07t0636900-01
bdis_ABR2	osat_cds	0.4142	4.8888	0.0847	Brdisv1ABR21029106m	Os08t0277900-01
bdis_ABR2	osat_cds	0.4600	0.7087	0.6491	Brdisv1ABR21021473m	Os02t0123500-01
bdis_ABR2	osat_cds	0.0809	0.5125	0.1579	Brdisv1ABR21007968m	Os06t0158000-01
bdis_ABR2	osat_cds	0.2361	0.3306	0.7142	Brdisv1ABR21026598m	Os11t0267300-01
bdis_ABR2	osat_cds	0.1041	0.4339	0.2399	Brdisv1ABR21012759m	Os03t0131300-01
bdis_ABR2	osat_cds	0.2556	1.0279	0.2487	Brdisv1ABR21039044m	Os07t0554150-00
bdis_ABR2	osat_cds	0.1618	0.4129	0.3919	Brdisv1ABR21043094m	Os04t0564000-00
bdis_ABR2	osat_cds	0.0282	0.3545	0.0795	Brdisv1ABR21014925m	Os01t0277700-01
bdis_ABR2	osat_cds	0.0564	0.4569	0.1235	Brdisv1ABR21003784m	Os07t0597000-01
bdis_ABR2	osat_cds	0.0512	1.1309	0.0453	Brdisv1ABR21031920m	Os02t0187800-01
bdis_ABR2	osat_cds	0.0661	0.3874	0.1705	Brdisv1ABR21029715m	Os02t0329300-01
