Reference_Species	Query_Species	dN	dS	dNdS	Reference_Gene	Query_gene
bdis_ABR2	bdis_ABR2	0.1756	0.2436	0.7209	Brdisv1ABR21003144m	Brdisv1ABR21003143m
bdis_ABR2	bdis_ABR2	0.6574	0.7290	0.9018	Brdisv1ABR21020566m	Brdisv1ABR21043612m
bdis_ABR2	bdis_ABR2	0.1005	1.0189	0.0986	Brdisv1ABR21034853m	Brdisv1ABR21034854m
bdis_ABR2	bdis_ABR2	0.1261	0.7471	0.1688	Brdisv1ABR21027266m	Brdisv1ABR21030172m
bdis_ABR2	bdis_ABR2	0.5475	0.8297	0.6599	Brdisv1ABR21039373m	Brdisv1ABR21039372m
bdis_ABR2	bdis_ABR2	0.0483	0.0394	1.2269	Brdisv1ABR21000305m	Brdisv1ABR21026367m
bdis_ABR2	bdis_ABR2	0.1952	1.1693	0.1669	Brdisv1ABR21034778m	Brdisv1ABR21006955m
bdis_ABR2	bdis_ABR2	0.0887	0.3449	0.2570	Brdisv1ABR21015256m	Brdisv1ABR21015255m
bdis_ABR2	bdis_ABR2	1.0772	1.1600	0.9286	Brdisv1ABR21035489m	Brdisv1ABR21012089m
bdis_ABR2	bdis_ABR2	0.1315	0.1411	0.9326	Brdisv1ABR21035722m	Brdisv1ABR21012509m
bdis_ABR2	bdis_ABR2	0.0960	0.2310	0.4155	Brdisv1ABR21029905m	Brdisv1ABR21013357m
bdis_ABR2	bdis_ABR2	0.6151	0.3976	1.5472	Brdisv1ABR21002621m	Brdisv1ABR21044428m
bdis_ABR2	bdis_ABR2	0.1618	0.2755	0.5875	Brdisv1ABR21000920m	Brdisv1ABR21000929m
bdis_ABR2	bdis_ABR2	0.6169	0.6524	0.9456	Brdisv1ABR21036039m	Brdisv1ABR21000151m
bdis_ABR2	bdis_ABR2	1.4130	0.7112	1.9868	Brdisv1ABR21013048m	Brdisv1ABR21027282m
bdis_ABR2	bdis_ABR2	0.2819	2.8818	0.0978	Brdisv1ABR21015981m	Brdisv1ABR21021131m
bdis_ABR2	bdis_ABR2	0.5796	0.6737	0.8603	Brdisv1ABR21035684m	Brdisv1ABR21026778m
bdis_ABR2	bdis_ABR2	0.0902	0.1276	0.7068	Brdisv1ABR21029717m	Brdisv1ABR21029719m
bdis_ABR2	bdis_ABR2	0.0839	0.9088	0.0924	Brdisv1ABR21026391m	Brdisv1ABR21024606m
bdis_ABR2	bdis_ABR2	0.6095	0.4942	1.2333	Brdisv1ABR21024517m	Brdisv1ABR21019222m
bdis_ABR2	bdis_ABR2	0.3032	1.3970	0.2170	Brdisv1ABR21044769m	Brdisv1ABR21011371m
bdis_ABR2	bdis_ABR2	0.4532	0.6569	0.6899	Brdisv1ABR21043716m	Brdisv1ABR21002128m
bdis_ABR2	bdis_ABR2	0.5546	0.6848	0.8099	Brdisv1ABR21005306m	Brdisv1ABR21034461m
bdis_ABR2	bdis_ABR2	0.2678	0.8194	0.3268	Brdisv1ABR21017202m	Brdisv1ABR21022331m
bdis_ABR2	bdis_ABR2	0.0860	0.3338	0.2577	Brdisv1ABR21023056m	Brdisv1ABR21023055m
bdis_ABR2	bdis_ABR2	0.2366	5.6360	0.0420	Brdisv1ABR21044900m	Brdisv1ABR21006476m
bdis_ABR2	bdis_ABR2	0.3147	8.6888	0.0362	Brdisv1ABR21046017m	Brdisv1ABR21007783m
bdis_ABR2	bdis_ABR2	0.0854	0.8585	0.0995	Brdisv1ABR21040282m	Brdisv1ABR21007261m
bdis_ABR2	bdis_ABR2	0.0831	0.1222	0.6797	Brdisv1ABR21033725m	Brdisv1ABR21033729m
bdis_ABR2	bdis_ABR2	0.1048	0.5493	0.1908	Brdisv1ABR21041806m	Brdisv1ABR21039438m
bdis_ABR2	bdis_ABR2	0.0420	0.5478	0.0767	Brdisv1ABR21012973m	Brdisv1ABR21039935m
bdis_ABR2	bdis_ABR2	0.4032	0.7570	0.5327	Brdisv1ABR21040952m	Brdisv1ABR21023783m
bdis_ABR2	bdis_ABR2	0.0775	0.9868	0.0785	Brdisv1ABR21026111m	Brdisv1ABR21017889m
bdis_ABR2	bdis_ABR2	0.0113	0.0879	0.1292	Brdisv1ABR21023204m	Brdisv1ABR21023205m
bdis_ABR2	bdis_ABR2	0.1588	0.6815	0.2331	Brdisv1ABR21032523m	Brdisv1ABR21032524m
bdis_ABR2	bdis_ABR2	0.3270	0.6841	0.4780	Brdisv1ABR21036899m	Brdisv1ABR21005083m
bdis_ABR2	bdis_ABR2	0.7557	1.1180	0.6759	Brdisv1ABR21019632m	Brdisv1ABR21006568m
bdis_ABR2	bdis_ABR2	0.3626	1.3264	0.2734	Brdisv1ABR21008012m	Brdisv1ABR21009004m
bdis_ABR2	bdis_ABR2	0.1815	1.6472	0.1102	Brdisv1ABR21016870m	Brdisv1ABR21021806m
bdis_ABR2	bdis_ABR2	0.1638	1.5919	0.1029	Brdisv1ABR21041354m	Brdisv1ABR21026381m
bdis_ABR2	bdis_ABR2	0.1757	0.7247	0.2424	Brdisv1ABR21042987m	Brdisv1ABR21013079m
bdis_ABR2	bdis_ABR2	0.1020	0.2277	0.4480	Brdisv1ABR21021578m	Brdisv1ABR21046304m
bdis_ABR2	bdis_ABR2	0.5291	0.1928	2.7441	Brdisv1ABR21031366m	Brdisv1ABR21005891m
bdis_ABR2	bdis_ABR2	0.3946	1.7959	0.2197	Brdisv1ABR21046634m	Brdisv1ABR21023902m
bdis_ABR2	bdis_ABR2	0.2754	1.2925	0.2131	Brdisv1ABR21034839m	Brdisv1ABR21034845m
bdis_ABR2	bdis_ABR2	0.1005	1.0189	0.0986	Brdisv1ABR21034854m	Brdisv1ABR21034853m
bdis_ABR2	bdis_ABR2	0.5011	1.1540	0.4342	Brdisv1ABR21036530m	Brdisv1ABR21021967m
bdis_ABR2	bdis_ABR2	0.2008	0.3895	0.5154	Brdisv1ABR21027573m	Brdisv1ABR21030683m
bdis_ABR2	bdis_ABR2	0.3573	0.2421	1.4758	Brdisv1ABR21041550m	Brdisv1ABR21037820m
bdis_ABR2	bdis_ABR2	0.1515	0.4635	0.3268	Brdisv1ABR21029406m	Brdisv1ABR21025697m
bdis_ABR2	bdis_ABR2	0.5896	1.1926	0.4944	Brdisv1ABR21029319m	Brdisv1ABR21029325m
bdis_ABR2	bdis_ABR2	0.1152	0.8142	0.1415	Brdisv1ABR21028967m	Brdisv1ABR21028982m
bdis_ABR2	bdis_ABR2	0.0596	0.7172	0.0831	Brdisv1ABR21030246m	Brdisv1ABR21030293m
bdis_ABR2	bdis_ABR2	0.1692	2.0828	0.0812	Brdisv1ABR21010755m	Brdisv1ABR21010756m
bdis_ABR2	bdis_ABR2	0.0931	0.1197	0.7780	Brdisv1ABR21010007m	Brdisv1ABR21010003m
bdis_ABR2	bdis_ABR2	0.1007	0.2540	0.3963	Brdisv1ABR21027697m	Brdisv1ABR21018828m
bdis_ABR2	bdis_ABR2	0.0209	0.1909	0.1096	Brdisv1ABR21009775m	Brdisv1ABR21023291m
bdis_ABR2	bdis_ABR2	0.0969	0.5988	0.1618	Brdisv1ABR21043297m	Brdisv1ABR21043300m
bdis_ABR2	bdis_ABR2	0.5097	0.4510	1.1302	Brdisv1ABR21032797m	Brdisv1ABR21001697m
bdis_ABR2	bdis_ABR2	0.0914	0.1456	0.6274	Brdisv1ABR21025735m	Brdisv1ABR21025742m
bdis_ABR2	bdis_ABR2	0.0843	0.2208	0.3820	Brdisv1ABR21015870m	Brdisv1ABR21001129m
bdis_ABR2	bdis_ABR2	0.1232	0.1757	0.7009	Brdisv1ABR21012566m	Brdisv1ABR21037800m
bdis_ABR2	bdis_ABR2	0.0994	0.3018	0.3294	Brdisv1ABR21010396m	Brdisv1ABR21044287m
bdis_ABR2	bdis_ABR2	0.6775	0.6987	0.9697	Brdisv1ABR21019210m	Brdisv1ABR21039475m
bdis_ABR2	bdis_ABR2	0.3163	1.0392	0.3044	Brdisv1ABR21041812m	Brdisv1ABR21037994m
bdis_ABR2	bdis_ABR2	0.3936	0.4515	0.8718	Brdisv1ABR21040930m	Brdisv1ABR21040929m
bdis_ABR2	bdis_ABR2	0.1235	1.0439	0.1183	Brdisv1ABR21023216m	Brdisv1ABR21023215m
bdis_ABR2	bdis_ABR2	0.1738	1.8910	0.0919	Brdisv1ABR21005209m	Brdisv1ABR21007153m
bdis_ABR2	bdis_ABR2	0.0000	0.0000	0.0010	Brdisv1ABR21000534m	Brdisv1ABR21035751m
bdis_ABR2	bdis_ABR2	0.2041	0.3144	0.6492	Brdisv1ABR21016785m	Brdisv1ABR21007874m
bdis_ABR2	bdis_ABR2	0.0736	0.3285	0.2241	Brdisv1ABR21006935m	Brdisv1ABR21014737m
bdis_ABR2	bdis_ABR2	0.1565	0.7913	0.1978	Brdisv1ABR21008946m	Brdisv1ABR21000767m
bdis_ABR2	bdis_ABR2	0.3195	1.2296	0.2599	Brdisv1ABR21040693m	Brdisv1ABR21010395m
bdis_ABR2	bdis_ABR2	0.1437	0.6065	0.2369	Brdisv1ABR21000680m	Brdisv1ABR21000679m
bdis_ABR2	bdis_ABR2	0.0962	0.1929	0.4984	Brdisv1ABR21002083m	Brdisv1ABR21018685m
bdis_ABR2	bdis_ABR2	0.3014	2.0505	0.1470	Brdisv1ABR21019601m	Brdisv1ABR21015646m
bdis_ABR2	bdis_ABR2	0.1626	3.1429	0.0517	Brdisv1ABR21035510m	Brdisv1ABR21042853m
bdis_ABR2	bdis_ABR2	0.2895	1.8070	0.1602	Brdisv1ABR21003882m	Brdisv1ABR21045333m
bdis_ABR2	bdis_ABR2	0.6047	0.8564	0.7061	Brdisv1ABR21045360m	Brdisv1ABR21013975m
bdis_ABR2	bdis_ABR2	0.2377	0.6177	0.3848	Brdisv1ABR21001522m	Brdisv1ABR21001523m
bdis_ABR2	bdis_ABR2	0.2594	0.8618	0.3010	Brdisv1ABR21034541m	Brdisv1ABR21011307m
bdis_ABR2	bdis_ABR2	0.2969	1.2362	0.2402	Brdisv1ABR21042962m	Brdisv1ABR21004480m
bdis_ABR2	bdis_ABR2	0.0564	0.3663	0.1540	Brdisv1ABR21018403m	Brdisv1ABR21026379m
bdis_ABR2	bdis_ABR2	0.1614	2.0452	0.0789	Brdisv1ABR21005431m	Brdisv1ABR21041376m
bdis_ABR2	bdis_ABR2	0.0328	0.3901	0.0841	Brdisv1ABR21032113m	Brdisv1ABR21041501m
bdis_ABR2	bdis_ABR2	0.1372	0.1849	0.7422	Brdisv1ABR21005196m	Brdisv1ABR21031655m
bdis_ABR2	bdis_ABR2	0.3187	1.9550	0.1630	Brdisv1ABR21005112m	Brdisv1ABR21027048m
bdis_ABR2	bdis_ABR2	0.3388	2.2407	0.1512	Brdisv1ABR21012959m	Brdisv1ABR21031103m
bdis_ABR2	bdis_ABR2	0.1034	0.7747	0.1334	Brdisv1ABR21045072m	Brdisv1ABR21042138m
bdis_ABR2	bdis_ABR2	0.4296	0.5456	0.7874	Brdisv1ABR21023154m	Brdisv1ABR21036007m
bdis_ABR2	bdis_ABR2	0.3284	1.1041	0.2974	Brdisv1ABR21007521m	Brdisv1ABR21040074m
bdis_ABR2	bdis_ABR2	0.0781	0.1926	0.4054	Brdisv1ABR21031907m	Brdisv1ABR21031911m
bdis_ABR2	bdis_ABR2	0.3547	0.5372	0.6602	Brdisv1ABR21016407m	Brdisv1ABR21028449m
bdis_ABR2	bdis_ABR2	0.2975	0.3912	0.7604	Brdisv1ABR21010003m	Brdisv1ABR21003507m
bdis_ABR2	bdis_ABR2	0.1012	2.3867	0.0424	Brdisv1ABR21008910m	Brdisv1ABR21000726m
bdis_ABR2	bdis_ABR2	0.2161	0.7669	0.2818	Brdisv1ABR21030367m	Brdisv1ABR21030368m
bdis_ABR2	bdis_ABR2	0.2725	4.9880	0.0546	Brdisv1ABR21031684m	Brdisv1ABR21035508m
bdis_ABR2	bdis_ABR2	0.0404	0.2570	0.1570	Brdisv1ABR21017905m	Brdisv1ABR21012842m
bdis_ABR2	bdis_ABR2	0.1354	0.8090	0.1674	Brdisv1ABR21008622m	Brdisv1ABR21008149m
bdis_ABR2	bdis_ABR2	0.0297	0.0378	0.7867	Brdisv1ABR21009414m	Brdisv1ABR21009417m
bdis_ABR2	bdis_ABR2	0.0726	1.7740	0.0409	Brdisv1ABR21042367m	Brdisv1ABR21010073m
bdis_ABR2	bdis_ABR2	0.1967	1.1642	0.1689	Brdisv1ABR21010123m	Brdisv1ABR21027969m
bdis_ABR2	bdis_ABR2	0.2595	1.1886	0.2183	Brdisv1ABR21016699m	Brdisv1ABR21008317m
bdis_ABR2	bdis_ABR2	0.0171	0.0211	0.8082	Brdisv1ABR21014638m	Brdisv1ABR21014640m
bdis_ABR2	bdis_ABR2	0.0075	0.1978	0.0379	Brdisv1ABR21028180m	Brdisv1ABR21032658m
bdis_ABR2	bdis_ABR2	0.4374	1.3813	0.3166	Brdisv1ABR21007790m	Brdisv1ABR21033488m
bdis_ABR2	bdis_ABR2	0.7820	0.5496	1.4229	Brdisv1ABR21003330m	Brdisv1ABR21008918m
bdis_ABR2	bdis_ABR2	0.0000	0.0000	11.8996	Brdisv1ABR21038206m	Brdisv1ABR21045073m
bdis_ABR2	bdis_ABR2	0.2791	1.4167	0.1970	Brdisv1ABR21044478m	Brdisv1ABR21044494m
bdis_ABR2	bdis_ABR2	0.1455	1.6506	0.0881	Brdisv1ABR21026037m	Brdisv1ABR21034863m
bdis_ABR2	bdis_ABR2	0.5139	0.5302	0.9693	Brdisv1ABR21041951m	Brdisv1ABR21022948m
bdis_ABR2	bdis_ABR2	0.3575	0.5323	0.6717	Brdisv1ABR21043840m	Brdisv1ABR21043861m
bdis_ABR2	bdis_ABR2	0.2364	3.0437	0.0777	Brdisv1ABR21014421m	Brdisv1ABR21014425m
bdis_ABR2	bdis_ABR2	0.2086	0.8969	0.2325	Brdisv1ABR21032292m	Brdisv1ABR21006442m
bdis_ABR2	bdis_ABR2	0.0105	0.0184	0.5688	Brdisv1ABR21017470m	Brdisv1ABR21006565m
bdis_ABR2	bdis_ABR2	0.8164	0.6647	1.2282	Brdisv1ABR21014539m	Brdisv1ABR21014541m
bdis_ABR2	bdis_ABR2	0.0874	0.2255	0.3877	Brdisv1ABR21029809m	Brdisv1ABR21029807m
bdis_ABR2	bdis_ABR2	0.2195	0.6895	0.3184	Brdisv1ABR21033910m	Brdisv1ABR21031832m
bdis_ABR2	bdis_ABR2	0.1145	0.2619	0.4371	Brdisv1ABR21010837m	Brdisv1ABR21010838m
bdis_ABR2	bdis_ABR2	0.4741	1.6929	0.2800	Brdisv1ABR21040352m	Brdisv1ABR21019440m
bdis_ABR2	bdis_ABR2	0.0365	0.7600	0.0481	Brdisv1ABR21014454m	Brdisv1ABR21000950m
bdis_ABR2	bdis_ABR2	0.5145	0.5577	0.9224	Brdisv1ABR21043664m	Brdisv1ABR21033820m
bdis_ABR2	bdis_ABR2	0.3017	1.0098	0.2987	Brdisv1ABR21011842m	Brdisv1ABR21011846m
bdis_ABR2	bdis_ABR2	0.3506	0.9164	0.3826	Brdisv1ABR21010197m	Brdisv1ABR21003372m
bdis_ABR2	bdis_ABR2	0.0289	0.0672	0.4305	Brdisv1ABR21020024m	Brdisv1ABR21016834m
bdis_ABR2	bdis_ABR2	0.1485	0.4072	0.3648	Brdisv1ABR21034911m	Brdisv1ABR21034904m
bdis_ABR2	bdis_ABR2	0.1097	0.2397	0.4576	Brdisv1ABR21027473m	Brdisv1ABR21027454m
bdis_ABR2	bdis_ABR2	0.0027	0.0439	0.0610	Brdisv1ABR21022620m	Brdisv1ABR21035434m
bdis_ABR2	bdis_ABR2	0.1509	0.8992	0.1679	Brdisv1ABR21042067m	Brdisv1ABR21044959m
bdis_ABR2	bdis_ABR2	0.3136	0.9956	0.3149	Brdisv1ABR21030499m	Brdisv1ABR21016701m
bdis_ABR2	bdis_ABR2	0.1145	2.0125	0.0569	Brdisv1ABR21033560m	Brdisv1ABR21011722m
bdis_ABR2	bdis_ABR2	0.0676	1.2869	0.0525	Brdisv1ABR21028668m	Brdisv1ABR21036835m
bdis_ABR2	bdis_ABR2	0.0286	0.1837	0.1558	Brdisv1ABR21045472m	Brdisv1ABR21024482m
bdis_ABR2	bdis_ABR2	0.2328	1.4368	0.1620	Brdisv1ABR21023947m	Brdisv1ABR21002422m
bdis_ABR2	bdis_ABR2	0.3176	2.9312	0.1084	Brdisv1ABR21023435m	Brdisv1ABR21044226m
bdis_ABR2	bdis_ABR2	0.4587	0.2266	2.0244	Brdisv1ABR21035108m	Brdisv1ABR21012647m
bdis_ABR2	bdis_ABR2	0.3392	1.6966	0.1999	Brdisv1ABR21007010m	Brdisv1ABR21031506m
bdis_ABR2	bdis_ABR2	0.7541	0.7283	1.0354	Brdisv1ABR21025314m	Brdisv1ABR21017588m
bdis_ABR2	bdis_ABR2	0.2754	0.7097	0.3880	Brdisv1ABR21025065m	Brdisv1ABR21039194m
bdis_ABR2	bdis_ABR2	0.1081	0.1929	0.5603	Brdisv1ABR21046866m	Brdisv1ABR21011183m
bdis_ABR2	bdis_ABR2	0.1892	0.9573	0.1976	Brdisv1ABR21020581m	Brdisv1ABR21016138m
bdis_ABR2	bdis_ABR2	0.1632	0.2102	0.7764	Brdisv1ABR21011782m	Brdisv1ABR21046871m
bdis_ABR2	bdis_ABR2	0.0358	0.1392	0.2575	Brdisv1ABR21011759m	Brdisv1ABR21046959m
bdis_ABR2	bdis_ABR2	0.1091	0.9241	0.1181	Brdisv1ABR21022124m	Brdisv1ABR21017067m
bdis_ABR2	bdis_ABR2	0.5524	0.6149	0.8983	Brdisv1ABR21028428m	Brdisv1ABR21018412m
bdis_ABR2	bdis_ABR2	0.1486	120.4404	0.0012	Brdisv1ABR21012594m	Brdisv1ABR21023373m
bdis_ABR2	bdis_ABR2	0.2017	1.1107	0.1816	Brdisv1ABR21023867m	Brdisv1ABR21022068m
bdis_ABR2	bdis_ABR2	0.3616	0.2940	1.2302	Brdisv1ABR21032443m	Brdisv1ABR21006518m
bdis_ABR2	bdis_ABR2	0.4821	0.7004	0.6883	Brdisv1ABR21045389m	Brdisv1ABR21046586m
bdis_ABR2	bdis_ABR2	0.4013	1.9612	0.2046	Brdisv1ABR21041743m	Brdisv1ABR21032988m
bdis_ABR2	bdis_ABR2	0.0287	0.1572	0.1827	Brdisv1ABR21040623m	Brdisv1ABR21031805m
bdis_ABR2	bdis_ABR2	0.6315	0.5383	1.1730	Brdisv1ABR21004405m	Brdisv1ABR21033857m
bdis_ABR2	bdis_ABR2	0.1475	0.4879	0.3024	Brdisv1ABR21024911m	Brdisv1ABR21024913m
bdis_ABR2	bdis_ABR2	0.3412	2.9163	0.1170	Brdisv1ABR21022688m	Brdisv1ABR21022678m
bdis_ABR2	bdis_ABR2	0.5351	0.8530	0.6273	Brdisv1ABR21027618m	Brdisv1ABR21009412m
bdis_ABR2	bdis_ABR2	0.3803	0.4708	0.8079	Brdisv1ABR21031954m	Brdisv1ABR21006038m
bdis_ABR2	bdis_ABR2	0.0588	0.1017	0.5782	Brdisv1ABR21030869m	Brdisv1ABR21030865m
bdis_ABR2	bdis_ABR2	0.3934	0.2525	1.5582	Brdisv1ABR21032108m	Brdisv1ABR21026241m
bdis_ABR2	bdis_ABR2	0.0619	0.0394	1.5724	Brdisv1ABR21038739m	Brdisv1ABR21046052m
bdis_ABR2	bdis_ABR2	0.2611	0.8328	0.3135	Brdisv1ABR21007968m	Brdisv1ABR21030604m
bdis_ABR2	bdis_ABR2	0.4245	2.0894	0.2032	Brdisv1ABR21029106m	Brdisv1ABR21031018m
bdis_ABR2	bdis_ABR2	0.7086	0.7800	0.9084	Brdisv1ABR21021473m	Brdisv1ABR21031111m
bdis_ABR2	bdis_ABR2	0.0291	0.0250	1.1633	Brdisv1ABR21026598m	Brdisv1ABR21019073m
bdis_ABR2	bdis_ABR2	0.1728	1.8483	0.0935	Brdisv1ABR21007722m	Brdisv1ABR21039304m
bdis_ABR2	bdis_ABR2	0.0185	0.0828	0.2231	Brdisv1ABR21012759m	Brdisv1ABR21012763m
bdis_ABR2	bdis_ABR2	0.7874	0.6336	1.2427	Brdisv1ABR21038095m	Brdisv1ABR21003418m
bdis_ABR2	bdis_ABR2	0.2381	0.5455	0.4365	Brdisv1ABR21000509m	Brdisv1ABR21000508m
bdis_ABR2	bdis_ABR2	0.0874	1.8382	0.0476	Brdisv1ABR21041780m	Brdisv1ABR21044442m
bdis_ABR2	bdis_ABR2	0.6980	0.4294	1.6257	Brdisv1ABR21006025m	Brdisv1ABR21042933m
bdis_ABR2	bdis_ABR2	0.7468	0.5716	1.3065	Brdisv1ABR21014925m	Brdisv1ABR21036539m
bdis_ABR2	bdis_ABR2	0.0949	1.4186	0.0669	Brdisv1ABR21003784m	Brdisv1ABR21009760m
bdis_ABR2	bdis_ABR2	0.0610	0.1116	0.5463	Brdisv1ABR21029715m	Brdisv1ABR21046992m
bdis_ABR2	bdis_ABR2	0.1838	1.0279	0.1788	Brdisv1ABR21043927m	Brdisv1ABR21033363m
bdis_ABR2	bdis_ABR2	0.0631	0.3039	0.2077	Brdisv1ABR21029965m	Brdisv1ABR21029962m
bdis_ABR2	bdis_ABR2	0.2267	0.1657	1.3683	Brdisv1ABR21013783m	Brdisv1ABR21002262m
bdis_ABR2	bdis_ABR2	0.4604	0.9640	0.4775	Brdisv1ABR21029558m	Brdisv1ABR21000328m
bdis_ABR2	bdis_ABR2	0.1892	0.9573	0.1976	Brdisv1ABR21016138m	Brdisv1ABR21020581m
bdis_ABR2	bdis_ABR2	0.1504	0.2663	0.5649	Brdisv1ABR21007420m	Brdisv1ABR21007421m
bdis_ABR2	bdis_ABR2	0.6755	0.4308	1.5679	Brdisv1ABR21027392m	Brdisv1ABR21000314m
bdis_ABR2	bdis_ABR2	0.5796	0.6567	0.8825	Brdisv1ABR21045726m	Brdisv1ABR21037327m
bdis_ABR2	bdis_ABR2	0.2555	0.1989	1.2847	Brdisv1ABR21024965m	Brdisv1ABR21046390m
bdis_ABR2	bdis_ABR2	0.0543	0.2197	0.2470	Brdisv1ABR21027416m	Brdisv1ABR21027417m
bdis_ABR2	bdis_ABR2	0.1829	0.8064	0.2268	Brdisv1ABR21046071m	Brdisv1ABR21010388m
bdis_ABR2	bdis_ABR2	0.2310	1.5142	0.1526	Brdisv1ABR21035456m	Brdisv1ABR21035458m
bdis_ABR2	bdis_ABR2	0.0365	2.6641	0.0137	Brdisv1ABR21037167m	Brdisv1ABR21043020m
bdis_ABR2	bdis_ABR2	0.3216	1.9570	0.1643	Brdisv1ABR21040497m	Brdisv1ABR21013751m
bdis_ABR2	bdis_ABR2	0.1809	0.7056	0.2564	Brdisv1ABR21019023m	Brdisv1ABR21019021m
bdis_ABR2	bdis_ABR2	0.2480	0.3316	0.7480	Brdisv1ABR21021046m	Brdisv1ABR21021075m
bdis_ABR2	bdis_ABR2	0.2314	0.4237	0.5462	Brdisv1ABR21039011m	Brdisv1ABR21043325m
bdis_ABR2	bdis_ABR2	0.1000	0.2823	0.3543	Brdisv1ABR21002005m	Brdisv1ABR21002011m
bdis_ABR2	bdis_ABR2	0.1401	0.6811	0.2057	Brdisv1ABR21041414m	Brdisv1ABR21037724m
bdis_ABR2	bdis_ABR2	0.0054	0.1327	0.0408	Brdisv1ABR21042777m	Brdisv1ABR21028046m
bdis_ABR2	bdis_ABR2	0.0000	0.0000	0.4085	Brdisv1ABR21007752m	Brdisv1ABR21046848m
bdis_ABR2	bdis_ABR2	0.0000	0.0406	0.0010	Brdisv1ABR21043017m	Brdisv1ABR21046597m
