Reference_Species	Query_Species	dN	dS	dNdS	Reference_Gene	Query_gene
bdis_cds	osat_cds	0.0349	0.6521	0.0534	Bradi1g50180	Os04t0397000-01
bdis_cds	osat_cds	0.0325	0.6095	0.0533	Bradi3g10650	Os02t0293400-01
bdis_cds	osat_cds	0.1469	0.9543	0.1539	Bradi1g50620	Os06t0116400-01
bdis_cds	osat_cds	0.1923	0.5433	0.3539	Bradi3g42500	Os08t0553100-00
bdis_cds	osat_cds	0.0290	0.4615	0.0629	Bradi2g50290	Os01t0757400-02
bdis_cds	osat_cds	0.0301	0.5226	0.0576	Bradi3g38917	Os01t0815800-01
bdis_cds	osat_cds	0.1007	0.3908	0.2578	Bradi3g34300	Os10t0577200-01
bdis_cds	osat_cds	0.1109	0.6346	0.1748	Bradi1g60642	Os03t0392050-01
bdis_cds	osat_cds	0.0908	1.8902	0.0480	Bradi3g45535	Os02t0550400-01
bdis_cds	osat_cds	0.0401	1.7001	0.0236	Bradi1g21630	Os07t0613200-00
bdis_cds	osat_cds	0.8337	1.1747	0.7097	Bradi1g19165	Os04t0638600-00
bdis_cds	osat_cds	0.0641	0.4221	0.1518	Bradi1g63910	Os03t0321700-01
bdis_cds	osat_cds	0.1045	0.5618	0.1860	Bradi2g14710	Os05t0587300-01
bdis_cds	osat_cds	0.1062	0.8478	0.1252	Bradi3g06530	Os02t0189000-01
bdis_cds	osat_cds	0.0122	0.5830	0.0210	Bradi1g26010	Os07t0523150-00
bdis_cds	osat_cds	0.0396	0.5395	0.0734	Bradi3g15420	Os08t0180000-01
bdis_cds	osat_cds	0.1347	0.4804	0.2804	Bradi3g44700	Os02t0527300-01
bdis_cds	osat_cds	0.1142	0.9749	0.1171	Bradi2g28254	Os03t0288000-01
bdis_cds	osat_cds	0.0717	0.4001	0.1792	Bradi5g22040	Os04t0619600-01
bdis_cds	osat_cds	0.1191	0.7295	0.1632	Bradi2g12100	Os01t0321800-01
bdis_cds	osat_cds	0.0098	1.1733	0.0083	Bradi4g42980	Os12t0143100-01
bdis_cds	osat_cds	0.0901	0.7636	0.1181	Bradi4g43037	Os12t0141100-01
bdis_cds	osat_cds	0.0566	0.3557	0.1590	Bradi4g32230	Os09t0459600-01
bdis_cds	osat_cds	0.1697	0.4206	0.4035	Bradi5g18430	Os04t0564000-00
bdis_cds	osat_cds	0.1043	0.4118	0.2533	Bradi3g14530	Os08t0137300-01
bdis_cds	osat_cds	0.0943	0.4713	0.2000	Bradi4g33350	Os09t0481600-01
bdis_cds	osat_cds	0.1709	4.5574	0.0375	Bradi2g07650	Os01t0228600-01
bdis_cds	osat_cds	0.0907	0.7919	0.1146	Bradi4g43030	Os11t0145100-00
bdis_cds	osat_cds	0.0524	1.1336	0.0462	Bradi3g21898	Os08t0360000-01
bdis_cds	osat_cds	0.1043	0.3999	0.2608	Bradi3g23340	Os10t0377800-01
bdis_cds	osat_cds	0.1385	1.2294	0.1127	Bradi2g06497	Os01t0205900-01
bdis_cds	osat_cds	0.0920	0.6053	0.1519	Bradi3g52500	Os02t0700300-01
bdis_cds	osat_cds	0.1164	0.5387	0.2161	Bradi2g26900	Os05t0387900-01
bdis_cds	osat_cds	0.0529	0.8401	0.0630	Bradi2g51610	Os01t0776700-01
bdis_cds	osat_cds	0.0394	0.9889	0.0398	Bradi2g18820	Os05t0533500-01
bdis_cds	osat_cds	0.3044	0.8039	0.3787	Bradi3g56132	Os07t0554900-01
bdis_cds	osat_cds	0.1309	0.6191	0.2115	Bradi1g14210	Os03t0634000-01
bdis_cds	osat_cds	0.0736	0.5309	0.1386	Bradi5g09300	Os03t0646100-01
bdis_cds	osat_cds	0.1609	1.4128	0.1139	Bradi2g00792	Os09t0568700-01
bdis_cds	osat_cds	0.1597	0.7388	0.2162	Bradi3g33420	Os10t0562000-01
bdis_cds	osat_cds	0.0671	0.3854	0.1741	Bradi4g32790	Os09t0470900-01
bdis_cds	osat_cds	0.1523	1.0478	0.1453	Bradi1g13807	Os03t0643700-01
bdis_cds	osat_cds	0.0336	0.7852	0.0428	Bradi3g22887	Os10t0187500-01
bdis_cds	osat_cds	0.1791	0.6290	0.2847	Bradi1g14486	Os03t0622600-01
bdis_cds	osat_cds	0.1062	1.0553	0.1007	Bradi3g57880	Os02t0767600-00
bdis_cds	osat_cds	0.0792	0.4601	0.1720	Bradi3g51850	Os02t0683900-01
bdis_cds	osat_cds	0.0633	0.5481	0.1155	Bradi3g22340	Os08t0345700-01
bdis_cds	osat_cds	0.0943	0.5653	0.1669	Bradi3g27630	Os10t0442700-02
bdis_cds	osat_cds	0.0448	0.3795	0.1181	Bradi4g34120	Os09t0497400-01
bdis_cds	osat_cds	0.0919	0.4192	0.2192	Bradi1g44560	Os06t0244700-01
bdis_cds	osat_cds	0.0502	0.4273	0.1175	Bradi4g28570	Os09t0359800-01
bdis_cds	osat_cds	0.0829	0.8171	0.1015	Bradi4g45037	Os12t0104400-01
bdis_cds	osat_cds	0.1261	0.4396	0.2869	Bradi1g06907	Os03t0777700-01
bdis_cds	osat_cds	0.1278	0.3569	0.3581	Bradi3g51340	Os02t0666800-01
bdis_cds	osat_cds	0.1530	0.6969	0.2196	Bradi2g58950	Os01t0920100-01
bdis_cds	osat_cds	0.1347	0.4287	0.3143	Bradi3g43180	Os02t0468400-01
bdis_cds	osat_cds	0.1360	0.5491	0.2477	Bradi2g09360	Os01t0259200-01
bdis_cds	osat_cds	0.0585	0.4827	0.1212	Bradi3g45337	Os02t0543400-01
bdis_cds	osat_cds	0.0671	0.6925	0.0969	Bradi3g36577	Os11t0526200-01
bdis_cds	osat_cds	0.1176	5.6026	0.0210	Bradi3g09690	Os02t0258200-01
bdis_cds	osat_cds	0.1037	0.5081	0.2042	Bradi3g17630	Os08t0200400-01
bdis_cds	osat_cds	0.0685	1.1080	0.0618	Bradi4g33020	Os08t0490300-01
bdis_cds	osat_cds	0.0563	0.4574	0.1231	Bradi5g21930	Os04t0618200-02
bdis_cds	osat_cds	0.1652	115.5567	0.0014	Bradi2g16560	Os05t0563600-01
bdis_cds	osat_cds	0.0447	0.4430	0.1009	Bradi3g54200	Os02t0797500-01
bdis_cds	osat_cds	0.1034	0.5902	0.1752	Bradi3g09460	Os02t0250300-01
bdis_cds	osat_cds	0.0599	0.5029	0.1192	Bradi3g35510	Os08t0406400-01
bdis_cds	osat_cds	0.0650	0.4095	0.1586	Bradi2g18540	Os05t0536900-01
bdis_cds	osat_cds	0.0709	0.5207	0.1363	Bradi3g50050	Os02t0643200-01
bdis_cds	osat_cds	0.0934	0.7489	0.1247	Bradi2g18510	Os05t0537400-01
bdis_cds	osat_cds	0.1330	2.4535	0.0542	Bradi4g17150	Os11t0534100-00
bdis_cds	osat_cds	0.1748	0.6306	0.2771	Bradi4g05360	Os12t0547600-01
bdis_cds	osat_cds	0.0575	0.4501	0.1279	Bradi4g06800	Os12t0502500-01
bdis_cds	osat_cds	0.1217	0.2452	0.4965	Bradi1g54990	Os07t0187900-01
bdis_cds	osat_cds	0.0568	0.5645	0.1006	Bradi4g06310	Os05t0558900-01
bdis_cds	osat_cds	0.1026	0.4051	0.2532	Bradi4g42560	Os12t0149900-01
bdis_cds	osat_cds	0.0606	0.4122	0.1470	Bradi3g55340	Os02t0816800-01
bdis_cds	osat_cds	0.1156	0.4736	0.2441	Bradi2g58667	Os01t0916300-01
bdis_cds	osat_cds	0.0989	0.9507	0.1041	Bradi5g15587	Os04t0515900-01
bdis_cds	osat_cds	0.0841	1.2106	0.0695	Bradi1g14380	Os03t0626200-01
bdis_cds	osat_cds	0.1257	1.2759	0.0985	Bradi2g30437	Os02t0699000-01
bdis_cds	osat_cds	0.1266	2.2299	0.0568	Bradi1g48050	Os06t0172800-00
bdis_cds	osat_cds	0.1178	9.0465	0.0130	Bradi4g14620	Os07t0120650-01
bdis_cds	osat_cds	0.0523	0.9214	0.0568	Bradi5g16510	Os02t0639600-01
bdis_cds	osat_cds	0.1018	0.5545	0.1835	Bradi4g08400	Os09t0113000-01
bdis_cds	osat_cds	0.1002	0.5197	0.1928	Bradi3g00767	Os02t0104800-01
bdis_cds	osat_cds	0.0300	0.8478	0.0354	Bradi3g13200	Os08t0104900-01
bdis_cds	osat_cds	0.0717	0.4532	0.1581	Bradi5g16350	Os04t0527800-01
bdis_cds	osat_cds	0.0884	0.5938	0.1488	Bradi1g48271	Os06t0166900-01
bdis_cds	osat_cds	0.0940	0.8041	0.1169	Bradi4g01300	Os12t0621100-01
bdis_cds	osat_cds	0.1312	0.4214	0.3112	Bradi3g54120	Os02t0796500-01
bdis_cds	osat_cds	0.0373	0.5690	0.0656	Bradi3g09300	Os02t0246300-00
bdis_cds	osat_cds	0.1100	0.7488	0.1470	Bradi5g17640	Os04t0550200-01
bdis_cds	osat_cds	0.1015	0.5278	0.1924	Bradi4g37040	Os09t0547300-01
bdis_cds	osat_cds	0.0596	0.5644	0.1056	Bradi4g16630	Os11t0547000-01
bdis_cds	osat_cds	0.1070	0.5462	0.1960	Bradi1g29300	Os06t0731800-01
bdis_cds	osat_cds	0.0598	0.4833	0.1238	Bradi2g21407	Os05t0491500-02
bdis_cds	osat_cds	0.0545	0.4721	0.1155	Bradi4g39590	Os12t0236500-01
bdis_cds	osat_cds	0.0737	0.6143	0.1200	Bradi2g31140	Os03t0581600-01
bdis_cds	osat_cds	0.0733	0.3800	0.1928	Bradi2g54840	Os01t0846600-01
bdis_cds	osat_cds	0.0372	0.4614	0.0807	Bradi4g43290	Os12t0137100-01
bdis_cds	osat_cds	0.2176	0.9425	0.2309	Bradi4g43341	Os03t0643100-01
bdis_cds	osat_cds	0.0655	0.5813	0.1126	Bradi2g54900	Os01t0847800-01
bdis_cds	osat_cds	0.4864	0.5845	0.8322	Bradi4g05291	Os12t0551200-03
bdis_cds	osat_cds	0.0807	0.4884	0.1652	Bradi3g41630	Os08t0538700-01
bdis_cds	osat_cds	0.1568	0.7853	0.1996	Bradi3g06847	Os06t0622800-01
bdis_cds	osat_cds	0.0982	0.9906	0.0991	Bradi1g28727	Os07t0449700-01
bdis_cds	osat_cds	0.0589	0.4237	0.1390	Bradi1g61200	Os03t0376900-01
bdis_cds	osat_cds	0.0185	0.5380	0.0343	Bradi2g56240	Os01t0869500-02
bdis_cds	osat_cds	0.4048	4.0567	0.0998	Bradi3g40527	Os08t0523850-00
bdis_cds	osat_cds	0.0799	0.3658	0.2185	Bradi1g07380	Os03t0769050-00
bdis_cds	osat_cds	0.1022	0.5542	0.1844	Bradi1g25260	Os07t0548900-01
bdis_cds	osat_cds	0.0556	0.4594	0.1210	Bradi3g07110	Os02t0196600-01
bdis_cds	osat_cds	0.2164	2.7192	0.0796	Bradi3g50760	Os01t0311600-01
bdis_cds	osat_cds	0.0443	0.4732	0.0936	Bradi3g42020	Os08t0544500-01
bdis_cds	osat_cds	0.1347	0.5109	0.2637	Bradi2g40000	Os05t0102600-01
bdis_cds	osat_cds	0.0735	0.6234	0.1179	Bradi2g36970	Os05t0135900-01
bdis_cds	osat_cds	0.1109	0.4194	0.2644	Bradi2g57590	Os01t0896500-01
bdis_cds	osat_cds	0.1185	0.3666	0.3233	Bradi4g42230	Os11t0153400-01
bdis_cds	osat_cds	0.1680	0.3074	0.5465	Bradi4g35400	Os09t0519100-00
bdis_cds	osat_cds	0.1135	0.4273	0.2657	Bradi5g13550	Os04t0480900-01
bdis_cds	osat_cds	0.0497	0.4144	0.1199	Bradi3g38100	Os08t0474700-01
bdis_cds	osat_cds	0.0827	0.3757	0.2201	Bradi1g06780	Os03t0780900-01
bdis_cds	osat_cds	0.0949	1.4719	0.0645	Bradi4g29120	Os09t0371200-01
bdis_cds	osat_cds	0.1683	1.1064	0.1521	Bradi4g15190	Os11t0582100-01
bdis_cds	osat_cds	0.1630	0.4699	0.3469	Bradi2g51517	Os01t0775300-01
bdis_cds	osat_cds	0.2198	1.0107	0.2175	Bradi3g38033	Os08t0475500-01
bdis_cds	osat_cds	0.0670	4.8077	0.0139	Bradi5g18510	Os04t0566000-01
bdis_cds	osat_cds	0.1844	0.5422	0.3401	Bradi5g01020	Os04t0185500-01
bdis_cds	osat_cds	0.1172	0.6966	0.1682	Bradi2g48580	Os01t0723500-00
bdis_cds	osat_cds	0.1115	0.7194	0.1550	Bradi1g60370	Os03t0399400-01
bdis_cds	osat_cds	0.1745	0.4275	0.4083	Bradi1g50990	Os06t0148000-01
bdis_cds	osat_cds	0.0824	0.8863	0.0929	Bradi3g51630	Os02t0677300-02
bdis_cds	osat_cds	0.1253	0.6560	0.1910	Bradi2g27687	Os05t0367900-01
bdis_cds	osat_cds	0.0456	0.4165	0.1095	Bradi2g43910	Os01t0622600-01
bdis_cds	osat_cds	0.1004	0.2777	0.3616	Bradi5g24930	Os04t0661600-01
bdis_cds	osat_cds	0.4037	0.3401	1.1869	Bradi4g37780	Os09t0559000-00
bdis_cds	osat_cds	0.0771	0.9544	0.0807	Bradi2g45950	Os01t0666400-01
bdis_cds	osat_cds	0.0183	0.5428	0.0338	Bradi1g74916	Os03t0151800-02
bdis_cds	osat_cds	0.0514	0.4617	0.1113	Bradi4g31960	Os09t0453800-01
bdis_cds	osat_cds	0.1397	0.8009	0.1744	Bradi2g58460	Os01t0913100-01
bdis_cds	osat_cds	0.1175	0.4083	0.2878	Bradi2g14680	Os05t0587400-01
bdis_cds	osat_cds	0.2648	1.5972	0.1658	Bradi3g02060	Os02t0121400-00
bdis_cds	osat_cds	0.0746	0.8153	0.0916	Bradi4g28410	Os03t0408500-01
bdis_cds	osat_cds	0.0462	0.4571	0.1011	Bradi1g72620	Os03t0180700-01
bdis_cds	osat_cds	0.1336	0.9035	0.1479	Bradi5g01836	Os07t0197100-01
bdis_cds	osat_cds	0.0203	0.4939	0.0412	Bradi1g66490	Os03t0277000-01
bdis_cds	osat_cds	0.1225	0.3980	0.3079	Bradi1g14760	Os10t0358700-01
bdis_cds	osat_cds	0.0989	1.1031	0.0897	Bradi4g28320	Os09t0338500-01
bdis_cds	osat_cds	0.1226	0.3706	0.3309	Bradi2g06750	Os01t0210700-02
bdis_cds	osat_cds	0.0743	0.7504	0.0991	Bradi1g31860	Os06t0665100-01
bdis_cds	osat_cds	0.1927	10.8232	0.0178	Bradi4g42625	Os11t0150400-01
bdis_cds	osat_cds	0.1056	0.8825	0.1197	Bradi2g14330	Os01t0574500-01
bdis_cds	osat_cds	0.0727	0.7318	0.0993	Bradi1g30520	Os02t0184400-01
bdis_cds	osat_cds	0.0471	0.5208	0.0904	Bradi2g01100	Os01t0112500-01
bdis_cds	osat_cds	0.1056	0.4749	0.2223	Bradi5g22090	Os04t0620200-01
bdis_cds	osat_cds	0.1288	1.0061	0.1280	Bradi2g04840	Os01t0177400-01
bdis_cds	osat_cds	0.1250	0.3696	0.3383	Bradi1g55160	Os07t0185700-01
bdis_cds	osat_cds	0.0105	0.4349	0.0242	Bradi3g16400	Os08t0159500-01
bdis_cds	osat_cds	0.1565	0.9206	0.1700	Bradi2g54020	Os01t0830900-00
bdis_cds	osat_cds	0.1406	0.5221	0.2694	Bradi3g04100	Os02t0152300-01
bdis_cds	osat_cds	0.0874	0.5001	0.1748	Bradi1g01130	Os03t0854500-01
bdis_cds	osat_cds	0.3066	1.2282	0.2496	Bradi3g18810	Os06t0112300-01
bdis_cds	osat_cds	0.5322	0.5206	1.0224	Bradi1g69955	Os03t0214200-02
bdis_cds	osat_cds	0.2001	1.8563	0.1078	Bradi2g46210	Os05t0562800-01
bdis_cds	osat_cds	0.0557	0.3570	0.1559	Bradi2g09830	Os01t0265900-00
bdis_cds	osat_cds	0.0690	0.4266	0.1617	Bradi1g67380	Os03t0262400-01
bdis_cds	osat_cds	0.0570	0.8396	0.0679	Bradi1g49455	Os06t0124900-01
bdis_cds	osat_cds	0.0391	0.4191	0.0932	Bradi4g27570	Os09t0298200-01
bdis_cds	osat_cds	1.0171	0.7694	1.3220	Bradi1g34510	Os02t0138000-00
bdis_cds	osat_cds	0.0421	0.3755	0.1122	Bradi3g27950	Os10t0457500-01
bdis_cds	osat_cds	0.0495	0.5023	0.0985	Bradi3g35732	Os09t0373000-01
bdis_cds	osat_cds	0.4632	0.7455	0.6213	Bradi1g31721	Os07t0554900-01
bdis_cds	osat_cds	0.0631	0.3535	0.1785	Bradi1g67900	Os03t0253100-01
bdis_cds	osat_cds	0.0987	0.4507	0.2190	Bradi1g64267	Os03t0311300-02
bdis_cds	osat_cds	0.1645	0.8100	0.2031	Bradi1g45320	Os06t0225100-01
bdis_cds	osat_cds	0.0568	0.5284	0.1075	Bradi3g54700	Os02t0805900-01
bdis_cds	osat_cds	0.0686	0.8360	0.0820	Bradi1g69660	Os03t0219400-01
bdis_cds	osat_cds	0.1270	0.5270	0.2410	Bradi2g13297	Os03t0441400-02
bdis_cds	osat_cds	0.0635	1.1098	0.0572	Bradi2g06271	Os01t0201250-00
bdis_cds	osat_cds	0.1699	2.0405	0.0833	Bradi3g37967	Os09t0454300-01
bdis_cds	osat_cds	0.5386	1.0474	0.5143	Bradi1g35881	Os02t0511800-01
bdis_cds	osat_cds	0.1583	0.5033	0.3145	Bradi4g44850	Os11t0106900-01
bdis_cds	osat_cds	0.0155	1.0971	0.0141	Bradi3g00440	Os06t0116600-01
bdis_cds	osat_cds	0.2625	0.8122	0.3232	Bradi2g62250	Os11t0251400-02
bdis_cds	osat_cds	0.0683	0.4061	0.1683	Bradi1g73830	Os03t0168200-01
bdis_cds	osat_cds	0.1075	0.6032	0.1782	Bradi1g22660	Os07t0597100-01
bdis_cds	osat_cds	0.4798	1.6283	0.2946	Bradi3g61050	Os01t0157500-00
bdis_cds	osat_cds	0.1868	1.2263	0.1524	Bradi1g73080	Os03t0172700-01
bdis_cds	osat_cds	0.0764	0.5829	0.1311	Bradi1g62731	Os03t0344700-01
bdis_cds	osat_cds	0.1040	0.5112	0.2034	Bradi2g12320	Os01t0328900-01
bdis_cds	osat_cds	0.0444	0.3519	0.1263	Bradi1g54200	Os07t0209000-01
bdis_cds	osat_cds	0.0748	0.4703	0.1590	Bradi1g05580	Os03t0795500-01
bdis_cds	osat_cds	0.0364	0.3982	0.0914	Bradi1g30550	Os06t0644200-01
bdis_cds	osat_cds	0.0537	0.6064	0.0886	Bradi2g34680	Os05t0163000-01
bdis_cds	osat_cds	0.0470	0.4437	0.1060	Bradi2g40860	Os09t0261300-01
bdis_cds	osat_cds	0.0770	0.5726	0.1345	Bradi1g01460	Os03t0851800-01
bdis_cds	osat_cds	0.1912	0.5252	0.3640	Bradi2g34460	Os05t0168800-01
bdis_cds	osat_cds	0.1521	0.5057	0.3007	Bradi2g28087	Os05t0357700-01
bdis_cds	osat_cds	0.0655	1.8101	0.0362	Bradi1g69420	Os03t0224300-01
bdis_cds	osat_cds	0.1647	1.7616	0.0935	Bradi3g07960	Os12t0629600-00
bdis_cds	osat_cds	0.2445	0.9683	0.2525	Bradi3g15473	Os08t0179000-01
bdis_cds	osat_cds	0.1598	0.6913	0.2311	Bradi2g35707	Os05t0150600-01
bdis_cds	osat_cds	0.1212	1.1569	0.1047	Bradi2g07150	Os01t0220100-01
bdis_cds	osat_cds	0.3422	0.4235	0.8079	Bradi2g14610	Os05t0588850-00
bdis_cds	osat_cds	0.2624	0.3665	0.7158	Bradi3g46690	Os04t0456900-00
