Reference_Species	Query_Species	dN	dS	dNdS	Reference_Gene	Query_gene
bdis_Tek2	osat_cds	0.0582	0.4352	0.1337	Brdisv1Tek-21027048m	Os09t0559800-01
bdis_Tek2	osat_cds	0.0783	0.6554	0.1195	Brdisv1Tek-21028704m	Os02t0132500-01
bdis_Tek2	osat_cds	0.0732	1.6666	0.0439	Brdisv1Tek-21018026m	Os01t0584100-01
bdis_Tek2	osat_cds	0.0756	0.4265	0.1772	Brdisv1Tek-21001513m	Os03t0728100-01
bdis_Tek2	osat_cds	0.0704	0.8159	0.0863	Brdisv1Tek-21036239m	Os02t0793900-01
bdis_Tek2	osat_cds	0.0360	0.4293	0.0839	Brdisv1Tek-21021997m	Os12t0600400-01
bdis_Tek2	osat_cds	0.2167	0.3943	0.5497	Brdisv1Tek-21023827m	Os11t0603100-00
bdis_Tek2	osat_cds	0.0192	0.3521	0.0546	Brdisv1Tek-21029614m	Os03t0577200-01
bdis_Tek2	osat_cds	0.0270	0.4527	0.0595	Brdisv1Tek-21030782m	Os08t0180100-01
bdis_Tek2	osat_cds	0.1412	0.6847	0.2063	Brdisv1Tek-21036390m	Os11t0293300-01
bdis_Tek2	osat_cds	0.4092	0.4869	0.8404	Brdisv1Tek-21040832m	Os10t0139700-01
bdis_Tek2	osat_cds	0.3315	0.8875	0.3735	Brdisv1Tek-21017706m	Os05t0106200-01
bdis_Tek2	osat_cds	0.1639	0.5699	0.2875	Brdisv1Tek-21016943m	Os01t0170300-01
bdis_Tek2	osat_cds	0.0944	0.7142	0.1322	Brdisv1Tek-21043361m	Os09t0104300-01
bdis_Tek2	osat_cds	0.0676	1.9541	0.0346	Brdisv1Tek-21001012m	Os03t0778100-01
bdis_Tek2	osat_cds	0.2163	0.6756	0.3202	Brdisv1Tek-21007944m	Os10t0360900-01
bdis_Tek2	osat_cds	0.0744	0.5443	0.1367	Brdisv1Tek-21042408m	Os09t0297000-01
bdis_Tek2	osat_cds	0.0884	1.5089	0.0586	Brdisv1Tek-21003975m	Os06t0685100-00
bdis_Tek2	osat_cds	0.0891	0.4252	0.2096	Brdisv1Tek-21019878m	Os01t0814300-01
bdis_Tek2	osat_cds	0.0772	0.5797	0.1331	Brdisv1Tek-21000193m	Os03t0851800-01
bdis_Tek2	osat_cds	0.1196	2.0568	0.0582	Brdisv1Tek-21033521m	Os08t0434100-01
bdis_Tek2	osat_cds	0.2505	0.5926	0.4227	Brdisv1Tek-21030076m	Os02t0284500-01
bdis_Tek2	osat_cds	0.0261	0.7260	0.0360	Brdisv1Tek-21036438m	Os02t0815000-00
bdis_Tek2	osat_cds	0.1256	0.8400	0.1495	Brdisv1Tek-21009195m	Os07t0618400-01
bdis_Tek2	osat_cds	0.1580	2.3476	0.0673	Brdisv1Tek-21006335m	Os11t0432600-01
bdis_Tek2	osat_cds	0.1433	0.9536	0.1502	Brdisv1Tek-21017371m	Os05t0114400-01
bdis_Tek2	osat_cds	0.2069	0.4831	0.4283	Brdisv1Tek-21019446m	Os01t0760900-01
bdis_Tek2	osat_cds	0.0542	0.4740	0.1144	Brdisv1Tek-21032661m	Os10t0516800-01
bdis_Tek2	osat_cds	0.2643	71.2733	0.0037	Brdisv1Tek-21003328m	Os07t0605400-01
bdis_Tek2	osat_cds	0.0402	0.9378	0.0429	Brdisv1Tek-21009557m	Os03t0343800-00
bdis_Tek2	osat_cds	0.1738	2.4184	0.0719	Brdisv1Tek-21027406m	Os10t0254720-01
bdis_Tek2	osat_cds	0.1350	0.9911	0.1362	Brdisv1Tek-21013389m	Os01t0232100-01
bdis_Tek2	osat_cds	0.1204	0.5454	0.2208	Brdisv1Tek-21036464m	Os02t0816700-01
bdis_Tek2	osat_cds	0.0941	0.5665	0.1661	Brdisv1Tek-21002314m	Os03t0599600-01
bdis_Tek2	osat_cds	0.0819	2.3191	0.0353	Brdisv1Tek-21001801m	Os03t0688300-01
bdis_Tek2	osat_cds	0.0345	0.4628	0.0746	Brdisv1Tek-21032408m	Os10t0488800-01
bdis_Tek2	osat_cds	0.2672	0.4902	0.5451	Brdisv1Tek-21031400m	Os09t0549600-00
bdis_Tek2	osat_cds	0.4914	1.0122	0.4855	Brdisv1Tek-21008720m	Os01t0213300-00
bdis_Tek2	osat_cds	0.1275	1.0878	0.1172	Brdisv1Tek-21043480m	Os01t0589700-01
bdis_Tek2	osat_cds	0.1138	0.4191	0.2715	Brdisv1Tek-21042379m	Os09t0423700-01
bdis_Tek2	osat_cds	0.0487	0.5857	0.0831	Brdisv1Tek-21003289m	Os07t0608500-01
bdis_Tek2	osat_cds	0.0613	1.8890	0.0324	Brdisv1Tek-21013382m	Os02t0280400-01
bdis_Tek2	osat_cds	0.1279	0.5095	0.2510	Brdisv1Tek-21033957m	Os08t0500800-01
bdis_Tek2	osat_cds	0.1101	0.5622	0.1959	Brdisv1Tek-21012653m	Os07t0553633-01
bdis_Tek2	osat_cds	0.3287	0.2992	1.0986	Brdisv1Tek-21042961m	Os10t0136400-00
bdis_Tek2	osat_cds	0.0532	0.4345	0.1225	Brdisv1Tek-21004470m	Os06t0731100-00
bdis_Tek2	osat_cds	0.4400	0.5301	0.8301	Brdisv1Tek-21006380m	Os08t0141000-00
bdis_Tek2	osat_cds	0.0609	0.3800	0.1601	Brdisv1Tek-21042694m	Os05t0475300-01
bdis_Tek2	osat_cds	0.0784	0.8021	0.0977	Brdisv1Tek-21007139m	Os06t0174300-01
bdis_Tek2	osat_cds	0.1589	0.8860	0.1793	Brdisv1Tek-21035952m	Os04t0586700-01
bdis_Tek2	osat_cds	0.2721	1.0063	0.2704	Brdisv1Tek-21027602m	Os12t0171600-01
bdis_Tek2	osat_cds	0.0914	1.0386	0.0880	Brdisv1Tek-21014759m	Os05t0568100-01
bdis_Tek2	osat_cds	0.1109	0.5885	0.1884	Brdisv1Tek-21003045m	Os07t0633200-02
bdis_Tek2	osat_cds	0.0863	0.5643	0.1530	Brdisv1Tek-21013586m	Os01t0252900-01
bdis_Tek2	osat_cds	0.0862	0.7835	0.1100	Brdisv1Tek-21025043m	Os12t0162500-01
bdis_Tek2	osat_cds	0.1675	0.4401	0.3807	Brdisv1Tek-21001876m	Os03t0675500-00
bdis_Tek2	osat_cds	0.0400	0.4878	0.0820	Brdisv1Tek-21001204m	Os03t0758300-01
bdis_Tek2	osat_cds	0.0343	0.3587	0.0956	Brdisv1Tek-21040133m	Os04t0612600-02
bdis_Tek2	osat_cds	0.1249	0.6408	0.1948	Brdisv1Tek-21011171m	Os03t0189100-01
bdis_Tek2	osat_cds	0.1687	0.6862	0.2458	Brdisv1Tek-21027949m	Os11t0140100-02
bdis_Tek2	osat_cds	0.1524	0.4505	0.3382	Brdisv1Tek-21043467m	Os06t0102800-01
bdis_Tek2	osat_cds	0.0366	0.6021	0.0608	Brdisv1Tek-21037238m	Os02t0735200-02
bdis_Tek2	osat_cds	0.1913	0.6193	0.3088	Brdisv1Tek-21025934m	Os09t0421200-01
bdis_Tek2	osat_cds	0.1472	0.6339	0.2323	Brdisv1Tek-21005002m	Os04t0605500-02
bdis_Tek2	osat_cds	0.3803	0.5019	0.7578	Brdisv1Tek-21002593m	Os07t0685900-01
bdis_Tek2	osat_cds	0.1864	0.5460	0.3414	Brdisv1Tek-21017588m	Os10t0208500-02
bdis_Tek2	osat_cds	0.3790	0.8141	0.4656	Brdisv1Tek-21030542m	Os08t0373000-00
bdis_Tek2	osat_cds	0.0464	0.3885	0.1195	Brdisv1Tek-21033012m	Os10t0564900-01
bdis_Tek2	osat_cds	0.3612	1.8474	0.1955	Brdisv1Tek-21022834m	Os04t0436100-01
bdis_Tek2	osat_cds	0.0884	0.5008	0.1766	Brdisv1Tek-21028216m	Os12t0562400-00
bdis_Tek2	osat_cds	0.0633	0.3836	0.1650	Brdisv1Tek-21031967m	Os10t0407000-01
bdis_Tek2	osat_cds	0.0416	0.4151	0.1003	Brdisv1Tek-21029463m	Os02t0195000-01
bdis_Tek2	osat_cds	0.1328	1.5634	0.0849	Brdisv1Tek-21015473m	Os05t0508500-01
bdis_Tek2	osat_cds	0.1274	0.8212	0.1552	Brdisv1Tek-21009122m	Os03t0419100-01
bdis_Tek2	osat_cds	0.1468	0.8467	0.1734	Brdisv1Tek-21002124m	Os12t0604700-01
bdis_Tek2	osat_cds	0.0837	0.5231	0.1600	Brdisv1Tek-21019501m	Os08t0172200-01
bdis_Tek2	osat_cds	0.1092	0.4299	0.2540	Brdisv1Tek-21020769m	Os01t0906000-01
bdis_Tek2	osat_cds	0.1073	3.1182	0.0344	Brdisv1Tek-21017097m	Os12t0548700-01
bdis_Tek2	osat_cds	0.1550	0.3514	0.4410	Brdisv1Tek-21026697m	Os09t0529300-02
bdis_Tek2	osat_cds	0.0204	0.4517	0.0452	Brdisv1Tek-21028621m	Os02t0126700-01
bdis_Tek2	osat_cds	0.0978	0.6959	0.1405	Brdisv1Tek-21010709m	Os03t0225200-01
bdis_Tek2	osat_cds	0.0349	1.2054	0.0290	Brdisv1Tek-21005456m	Os06t0711600-01
bdis_Tek2	osat_cds	0.2028	1.1959	0.1696	Brdisv1Tek-21043955m	Os01t0200700-01
bdis_Tek2	osat_cds	0.1182	0.4557	0.2594	Brdisv1Tek-21029059m	Os02t0167100-01
bdis_Tek2	osat_cds	0.2580	0.7351	0.3510	Brdisv1Tek-21043635m	Os05t0170600-01
bdis_Tek2	osat_cds	0.3119	0.6613	0.4717	Brdisv1Tek-21037790m	Os03t0720400-01
bdis_Tek2	osat_cds	0.3459	1.1962	0.2891	Brdisv1Tek-21030852m	Os08t0168000-01
bdis_Tek2	osat_cds	0.0430	2.4981	0.0172	Brdisv1Tek-21006972m	Os02t0791500-01
bdis_Tek2	osat_cds	0.1008	0.4118	0.2448	Brdisv1Tek-21020659m	Os01t0894000-01
bdis_Tek2	osat_cds	0.0268	0.4090	0.0655	Brdisv1Tek-21024141m	Os11t0557900-01
bdis_Tek2	osat_cds	0.2661	1.1015	0.2416	Brdisv1Tek-21008669m	Os07t0283125-00
bdis_Tek2	osat_cds	0.0666	0.3492	0.1907	Brdisv1Tek-21019384m	Os01t0753000-01
bdis_Tek2	osat_cds	0.0824	0.7419	0.1111	Brdisv1Tek-21001191m	Os03t0759000-01
bdis_Tek2	osat_cds	0.1833	0.9364	0.1957	Brdisv1Tek-21007066m	Os12t0485400-01
bdis_Tek2	osat_cds	0.1116	0.6838	0.1632	Brdisv1Tek-21010159m	Os03t0279700-01
bdis_Tek2	osat_cds	0.0698	0.6077	0.1149	Brdisv1Tek-21020995m	Os01t0925700-01
bdis_Tek2	osat_cds	16.2990	17.5652	0.9279	Brdisv1Tek-21018221m	Os12t0277200-00
bdis_Tek2	osat_cds	0.0269	0.6936	0.0387	Brdisv1Tek-21024379m	Os11t0455800-01
bdis_Tek2	osat_cds	0.5654	0.2863	1.9748	Brdisv1Tek-21002657m	Os09t0512900-01
bdis_Tek2	osat_cds	0.1541	0.4190	0.3679	Brdisv1Tek-21010752m	Os03t0221800-01
bdis_Tek2	osat_cds	0.3486	0.5824	0.5985	Brdisv1Tek-21031583m	Os10t0140700-00
bdis_Tek2	osat_cds	0.1417	0.5218	0.2715	Brdisv1Tek-21008576m	Os01t0579900-01
bdis_Tek2	osat_cds	0.0568	0.5389	0.1055	Brdisv1Tek-21028668m	Os09t0249600-01
bdis_Tek2	osat_cds	0.1061	2.0210	0.0525	Brdisv1Tek-21032217m	Os10t0463200-01
bdis_Tek2	osat_cds	0.2038	0.8336	0.2445	Brdisv1Tek-21027585m	Os12t0174200-01
bdis_Tek2	osat_cds	0.1909	0.7129	0.2678	Brdisv1Tek-21020789m	Os03t0243200-01
bdis_Tek2	osat_cds	0.5418	0.5785	0.9366	Brdisv1Tek-21042587m	Os11t0479100-00
bdis_Tek2	osat_cds	0.1355	0.3850	0.3520	Brdisv1Tek-21014666m	Os05t0583500-01
bdis_Tek2	osat_cds	0.2874	0.4307	0.6674	Brdisv1Tek-21005073m	Os08t0554050-01
bdis_Tek2	osat_cds	0.0183	0.4297	0.0426	Brdisv1Tek-21023763m	Os11t0615800-01
bdis_Tek2	osat_cds	0.2200	0.6422	0.3425	Brdisv1Tek-21025024m	Os11t0163500-01
bdis_Tek2	osat_cds	0.5713	0.8211	0.6958	Brdisv1Tek-21016637m	Os04t0569100-01
bdis_Tek2	osat_cds	0.0384	0.5252	0.0731	Brdisv1Tek-21026963m	Os09t0553200-01
bdis_Tek2	osat_cds	0.0644	0.4802	0.1342	Brdisv1Tek-21011439m	Os03t0168550-00
bdis_Tek2	osat_cds	0.0440	0.3642	0.1209	Brdisv1Tek-21000286m	Os03t0843200-01
bdis_Tek2	osat_cds	0.1728	2.6425	0.0654	Brdisv1Tek-21029557m	Os01t0179600-01
bdis_Tek2	osat_cds	0.1787	0.4326	0.4130	Brdisv1Tek-21026541m	Os09t0509400-01
bdis_Tek2	osat_cds	0.0966	0.3677	0.2626	Brdisv1Tek-21031344m	Os08t0266200-01
bdis_Tek2	osat_cds	0.2726	0.6686	0.4077	Brdisv1Tek-21034935m	Os01t0930800-01
bdis_Tek2	osat_cds	0.0410	0.4896	0.0838	Brdisv1Tek-21005578m	Os06t0620600-01
bdis_Tek2	osat_cds	0.0778	0.4455	0.1747	Brdisv1Tek-21033574m	Os11t0241900-01
bdis_Tek2	osat_cds	0.0306	0.4236	0.0722	Brdisv1Tek-21031020m	Os05t0275700-01
bdis_Tek2	osat_cds	0.0281	0.3522	0.0797	Brdisv1Tek-21042322m	Os09t0109500-01
bdis_Tek2	osat_cds	0.5205	0.6275	0.8294	Brdisv1Tek-21011661m	Os02t0123400-01
bdis_Tek2	osat_cds	0.4825	1.0704	0.4507	Brdisv1Tek-21005852m	Os04t0243400-01
bdis_Tek2	osat_cds	0.0526	0.4724	0.1113	Brdisv1Tek-21027252m	Os12t0283800-01
bdis_Tek2	osat_cds	0.0346	0.4488	0.0771	Brdisv1Tek-21038024m	Os04t0382700-01
bdis_Tek2	osat_cds	0.0658	0.3826	0.1720	Brdisv1Tek-21013373m	Os01t0231000-02
bdis_Tek2	osat_cds	0.1020	0.6268	0.1627	Brdisv1Tek-21010383m	Os03t0259400-00
bdis_Tek2	osat_cds	0.5478	1.4339	0.3820	Brdisv1Tek-21003275m	Os12t0227500-00
bdis_Tek2	osat_cds	0.1964	0.7848	0.2503	Brdisv1Tek-21024077m	Os11t0575900-01
bdis_Tek2	osat_cds	0.0529	1.0206	0.0518	Brdisv1Tek-21005061m	Os06t0678800-01
bdis_Tek2	osat_cds	0.1895	2.9167	0.0650	Brdisv1Tek-21024081m	Os03t0358900-00
bdis_Tek2	osat_cds	0.1717	0.5842	0.2939	Brdisv1Tek-21033038m	Os10t0569000-00
bdis_Tek2	osat_cds	0.1166	1.4384	0.0810	Brdisv1Tek-21026009m	Os09t0433700-01
