Reference_Species	Query_Species	dN	dS	dNdS	Reference_Gene	Query_gene
bdis_Tek2	bdis_Tek2	0.1832	0.2674	0.6852	Brdisv1Tek-21037576m	Brdisv1Tek-21037580m
bdis_Tek2	bdis_Tek2	0.1283	0.8039	0.1596	Brdisv1Tek-21033985m	Brdisv1Tek-21025466m
bdis_Tek2	bdis_Tek2	0.3327	73.2292	0.0045	Brdisv1Tek-21000594m	Brdisv1Tek-21008034m
bdis_Tek2	bdis_Tek2	0.4865	0.6386	0.7618	Brdisv1Tek-21026426m	Brdisv1Tek-21038316m
bdis_Tek2	bdis_Tek2	0.5416	0.6242	0.8677	Brdisv1Tek-21014508m	Brdisv1Tek-21027447m
bdis_Tek2	bdis_Tek2	0.6678	0.6022	1.1089	Brdisv1Tek-21021162m	Brdisv1Tek-21021159m
bdis_Tek2	bdis_Tek2	0.0471	0.2346	0.2009	Brdisv1Tek-21003948m	Brdisv1Tek-21003938m
bdis_Tek2	bdis_Tek2	0.2253	1.2237	0.1841	Brdisv1Tek-21007497m	Brdisv1Tek-21007496m
bdis_Tek2	bdis_Tek2	0.1240	0.5743	0.2160	Brdisv1Tek-21010146m	Brdisv1Tek-21037970m
bdis_Tek2	bdis_Tek2	0.2421	10.5171	0.0230	Brdisv1Tek-21034858m	Brdisv1Tek-21034857m
bdis_Tek2	bdis_Tek2	0.1924	0.1582	1.2159	Brdisv1Tek-21006960m	Brdisv1Tek-21030799m
bdis_Tek2	bdis_Tek2	0.5806	0.5106	1.1372	Brdisv1Tek-21033289m	Brdisv1Tek-21033246m
bdis_Tek2	bdis_Tek2	0.0922	0.7856	0.1173	Brdisv1Tek-21021801m	Brdisv1Tek-21002063m
bdis_Tek2	bdis_Tek2	0.2439	0.5996	0.4067	Brdisv1Tek-21043137m	Brdisv1Tek-21030739m
bdis_Tek2	bdis_Tek2	0.9121	0.6037	1.5108	Brdisv1Tek-21022230m	Brdisv1Tek-21022229m
bdis_Tek2	bdis_Tek2	0.3036	1.2766	0.2378	Brdisv1Tek-21018281m	Brdisv1Tek-21043779m
bdis_Tek2	bdis_Tek2	0.0539	0.0528	1.0209	Brdisv1Tek-21039820m	Brdisv1Tek-21011228m
bdis_Tek2	bdis_Tek2	0.1642	1.4833	0.1107	Brdisv1Tek-21015879m	Brdisv1Tek-21020177m
bdis_Tek2	bdis_Tek2	0.3820	1.0746	0.3555	Brdisv1Tek-21035595m	Brdisv1Tek-21003609m
bdis_Tek2	bdis_Tek2	0.0691	0.0798	0.8652	Brdisv1Tek-21004505m	Brdisv1Tek-21044841m
bdis_Tek2	bdis_Tek2	0.2910	12.5412	0.0232	Brdisv1Tek-21043324m	Brdisv1Tek-21015284m
bdis_Tek2	bdis_Tek2	0.0234	0.0447	0.5248	Brdisv1Tek-21024740m	Brdisv1Tek-21044405m
bdis_Tek2	bdis_Tek2	0.2465	0.5068	0.4864	Brdisv1Tek-21015181m	Brdisv1Tek-21029347m
bdis_Tek2	bdis_Tek2	0.0393	0.1456	0.2699	Brdisv1Tek-21025342m	Brdisv1Tek-21044626m
bdis_Tek2	bdis_Tek2	0.5087	1.2038	0.4226	Brdisv1Tek-21033515m	Brdisv1Tek-21000521m
bdis_Tek2	bdis_Tek2	0.5447	0.4666	1.1674	Brdisv1Tek-21019947m	Brdisv1Tek-21033211m
bdis_Tek2	bdis_Tek2	0.1721	1.7351	0.0992	Brdisv1Tek-21023015m	Brdisv1Tek-21038524m
bdis_Tek2	bdis_Tek2	0.0270	0.1315	0.2055	Brdisv1Tek-21024966m	Brdisv1Tek-21024965m
bdis_Tek2	bdis_Tek2	0.0569	0.3589	0.1585	Brdisv1Tek-21027599m	Brdisv1Tek-21044072m
bdis_Tek2	bdis_Tek2	0.5993	0.7212	0.8309	Brdisv1Tek-21015618m	Brdisv1Tek-21022585m
bdis_Tek2	bdis_Tek2	0.5234	0.8115	0.6450	Brdisv1Tek-21033144m	Brdisv1Tek-21024434m
bdis_Tek2	bdis_Tek2	0.0848	0.3292	0.2577	Brdisv1Tek-21027768m	Brdisv1Tek-21025101m
bdis_Tek2	bdis_Tek2	0.3979	1.3486	0.2951	Brdisv1Tek-21010313m	Brdisv1Tek-21033219m
bdis_Tek2	bdis_Tek2	0.0127	0.0903	0.1401	Brdisv1Tek-21010123m	Brdisv1Tek-21018032m
bdis_Tek2	bdis_Tek2	0.1264	0.4941	0.2558	Brdisv1Tek-21023543m	Brdisv1Tek-21023540m
bdis_Tek2	bdis_Tek2	0.1071	0.2609	0.4105	Brdisv1Tek-21023243m	Brdisv1Tek-21023242m
bdis_Tek2	bdis_Tek2	0.2978	63.5771	0.0047	Brdisv1Tek-21038068m	Brdisv1Tek-21006705m
bdis_Tek2	bdis_Tek2	0.1487	1.5504	0.0959	Brdisv1Tek-21002357m	Brdisv1Tek-21001761m
bdis_Tek2	bdis_Tek2	0.3278	0.4042	0.8109	Brdisv1Tek-21013191m	Brdisv1Tek-21013190m
bdis_Tek2	bdis_Tek2	0.4197	0.3507	1.1965	Brdisv1Tek-21044087m	Brdisv1Tek-21033651m
bdis_Tek2	bdis_Tek2	0.5060	0.7247	0.6982	Brdisv1Tek-21039080m	Brdisv1Tek-21018063m
bdis_Tek2	bdis_Tek2	0.1796	0.9387	0.1913	Brdisv1Tek-21025765m	Brdisv1Tek-21033383m
bdis_Tek2	bdis_Tek2	0.0912	0.2957	0.3084	Brdisv1Tek-21023123m	Brdisv1Tek-21023114m
bdis_Tek2	bdis_Tek2	0.3576	0.3360	1.0642	Brdisv1Tek-21016008m	Brdisv1Tek-21020524m
bdis_Tek2	bdis_Tek2	0.0356	1.2031	0.0296	Brdisv1Tek-21009152m	Brdisv1Tek-21003274m
bdis_Tek2	bdis_Tek2	0.1120	0.1887	0.5938	Brdisv1Tek-21006756m	Brdisv1Tek-21031123m
bdis_Tek2	bdis_Tek2	0.8362	0.6057	1.3804	Brdisv1Tek-21011151m	Brdisv1Tek-21012796m
bdis_Tek2	bdis_Tek2	0.3217	0.6110	0.5265	Brdisv1Tek-21026430m	Brdisv1Tek-21034131m
bdis_Tek2	bdis_Tek2	0.2379	0.3516	0.6766	Brdisv1Tek-21043755m	Brdisv1Tek-21011418m
bdis_Tek2	bdis_Tek2	0.3546	0.3876	0.9151	Brdisv1Tek-21018627m	Brdisv1Tek-21043505m
bdis_Tek2	bdis_Tek2	0.6725	0.6308	1.0660	Brdisv1Tek-21034817m	Brdisv1Tek-21029061m
bdis_Tek2	bdis_Tek2	0.1009	1.8319	0.0551	Brdisv1Tek-21043345m	Brdisv1Tek-21010165m
bdis_Tek2	bdis_Tek2	0.4683	0.6539	0.7161	Brdisv1Tek-21012437m	Brdisv1Tek-21020286m
bdis_Tek2	bdis_Tek2	0.1212	0.2739	0.4426	Brdisv1Tek-21040120m	Brdisv1Tek-21040055m
bdis_Tek2	bdis_Tek2	0.2351	1.1939	0.1969	Brdisv1Tek-21009957m	Brdisv1Tek-21036796m
bdis_Tek2	bdis_Tek2	0.2827	0.7540	0.3749	Brdisv1Tek-21012101m	Brdisv1Tek-21012099m
bdis_Tek2	bdis_Tek2	0.2709	7.5321	0.0360	Brdisv1Tek-21009735m	Brdisv1Tek-21019861m
bdis_Tek2	bdis_Tek2	0.5741	0.3789	1.5153	Brdisv1Tek-21027864m	Brdisv1Tek-21017640m
bdis_Tek2	bdis_Tek2	0.3206	0.7419	0.4321	Brdisv1Tek-21006443m	Brdisv1Tek-21036610m
bdis_Tek2	bdis_Tek2	0.3116	0.2973	1.0479	Brdisv1Tek-21036949m	Brdisv1Tek-21035054m
bdis_Tek2	bdis_Tek2	0.3712	0.3850	0.9643	Brdisv1Tek-21027970m	Brdisv1Tek-21027965m
bdis_Tek2	bdis_Tek2	0.0480	0.2061	0.2327	Brdisv1Tek-21027386m	Brdisv1Tek-21033209m
bdis_Tek2	bdis_Tek2	0.0242	0.0913	0.2648	Brdisv1Tek-21028959m	Brdisv1Tek-21028893m
bdis_Tek2	bdis_Tek2	0.5419	0.4732	1.1453	Brdisv1Tek-21008864m	Brdisv1Tek-21001406m
bdis_Tek2	bdis_Tek2	0.3844	1.4347	0.2679	Brdisv1Tek-21005836m	Brdisv1Tek-21035169m
bdis_Tek2	bdis_Tek2	0.4680	0.8890	0.5264	Brdisv1Tek-21038001m	Brdisv1Tek-21020900m
bdis_Tek2	bdis_Tek2	0.3358	6.0072	0.0559	Brdisv1Tek-21011526m	Brdisv1Tek-21008401m
bdis_Tek2	bdis_Tek2	0.2488	1.2375	0.2010	Brdisv1Tek-21035078m	Brdisv1Tek-21023368m
bdis_Tek2	bdis_Tek2	0.6539	0.6919	0.9451	Brdisv1Tek-21000278m	Brdisv1Tek-21033556m
bdis_Tek2	bdis_Tek2	1.0768	0.7013	1.5356	Brdisv1Tek-21017373m	Brdisv1Tek-21044799m
bdis_Tek2	bdis_Tek2	0.3304	0.8357	0.3954	Brdisv1Tek-21010480m	Brdisv1Tek-21018289m
bdis_Tek2	bdis_Tek2	0.6011	0.6895	0.8717	Brdisv1Tek-21030243m	Brdisv1Tek-21027978m
bdis_Tek2	bdis_Tek2	0.3994	0.5305	0.7530	Brdisv1Tek-21019897m	Brdisv1Tek-21015657m
bdis_Tek2	bdis_Tek2	0.3058	0.2057	1.4867	Brdisv1Tek-21008400m	Brdisv1Tek-21000853m
bdis_Tek2	bdis_Tek2	0.0745	0.2621	0.2842	Brdisv1Tek-21003058m	Brdisv1Tek-21003056m
bdis_Tek2	bdis_Tek2	0.1260	0.1204	1.0469	Brdisv1Tek-21041287m	Brdisv1Tek-21015889m
bdis_Tek2	bdis_Tek2	0.5624	0.7600	0.7400	Brdisv1Tek-21035772m	Brdisv1Tek-21042753m
bdis_Tek2	bdis_Tek2	0.0707	0.1578	0.4480	Brdisv1Tek-21037523m	Brdisv1Tek-21037524m
bdis_Tek2	bdis_Tek2	0.1322	0.7951	0.1663	Brdisv1Tek-21010487m	Brdisv1Tek-21031591m
bdis_Tek2	bdis_Tek2	0.5037	1.3013	0.3871	Brdisv1Tek-21006941m	Brdisv1Tek-21009822m
bdis_Tek2	bdis_Tek2	0.5804	0.6124	0.9478	Brdisv1Tek-21014164m	Brdisv1Tek-21006627m
bdis_Tek2	bdis_Tek2	0.1530	0.5087	0.3007	Brdisv1Tek-21005693m	Brdisv1Tek-21029959m
bdis_Tek2	bdis_Tek2	1.0213	0.9857	1.0361	Brdisv1Tek-21041255m	Brdisv1Tek-21019748m
bdis_Tek2	bdis_Tek2	0.1791	0.2581	0.6941	Brdisv1Tek-21010510m	Brdisv1Tek-21031551m
bdis_Tek2	bdis_Tek2	0.2501	1.9977	0.1252	Brdisv1Tek-21038997m	Brdisv1Tek-21035314m
bdis_Tek2	bdis_Tek2	0.6263	0.7123	0.8793	Brdisv1Tek-21012986m	Brdisv1Tek-21001907m
bdis_Tek2	bdis_Tek2	0.4405	0.3554	1.2397	Brdisv1Tek-21039402m	Brdisv1Tek-21035707m
bdis_Tek2	bdis_Tek2	0.3424	0.5704	0.6002	Brdisv1Tek-21015184m	Brdisv1Tek-21015183m
bdis_Tek2	bdis_Tek2	0.5786	0.6359	0.9099	Brdisv1Tek-21038439m	Brdisv1Tek-21020535m
bdis_Tek2	bdis_Tek2	0.1503	2.9590	0.0508	Brdisv1Tek-21017720m	Brdisv1Tek-21000289m
bdis_Tek2	bdis_Tek2	0.1240	0.5743	0.2160	Brdisv1Tek-21037970m	Brdisv1Tek-21010146m
bdis_Tek2	bdis_Tek2	0.4349	0.6815	0.6381	Brdisv1Tek-21016775m	Brdisv1Tek-21017980m
bdis_Tek2	bdis_Tek2	0.2033	0.5239	0.3880	Brdisv1Tek-21043506m	Brdisv1Tek-21022465m
bdis_Tek2	bdis_Tek2	0.6617	0.8079	0.8191	Brdisv1Tek-21034873m	Brdisv1Tek-21029870m
bdis_Tek2	bdis_Tek2	0.5576	0.4044	1.3787	Brdisv1Tek-21001698m	Brdisv1Tek-21041878m
bdis_Tek2	bdis_Tek2	0.0723	0.5836	0.1239	Brdisv1Tek-21029330m	Brdisv1Tek-21029290m
bdis_Tek2	bdis_Tek2	0.1432	1.3216	0.1083	Brdisv1Tek-21039285m	Brdisv1Tek-21035616m
bdis_Tek2	bdis_Tek2	0.1179	0.9155	0.1288	Brdisv1Tek-21017682m	Brdisv1Tek-21021517m
bdis_Tek2	bdis_Tek2	0.0661	0.1990	0.3323	Brdisv1Tek-21025076m	Brdisv1Tek-21025073m
bdis_Tek2	bdis_Tek2	0.1977	0.9979	0.1982	Brdisv1Tek-21043528m	Brdisv1Tek-21018690m
bdis_Tek2	bdis_Tek2	0.1088	0.9477	0.1148	Brdisv1Tek-21031138m	Brdisv1Tek-21031135m
bdis_Tek2	bdis_Tek2	0.5081	1.3121	0.3872	Brdisv1Tek-21035085m	Brdisv1Tek-21038605m
bdis_Tek2	bdis_Tek2	0.2170	0.7141	0.3038	Brdisv1Tek-21008706m	Brdisv1Tek-21035610m
bdis_Tek2	bdis_Tek2	0.0347	0.4140	0.0838	Brdisv1Tek-21022899m	Brdisv1Tek-21044441m
bdis_Tek2	bdis_Tek2	0.4378	2.4266	0.1804	Brdisv1Tek-21016612m	Brdisv1Tek-21044418m
bdis_Tek2	bdis_Tek2	0.4463	1.2234	0.3648	Brdisv1Tek-21042430m	Brdisv1Tek-21025048m
bdis_Tek2	bdis_Tek2	0.3983	0.7841	0.5080	Brdisv1Tek-21042326m	Brdisv1Tek-21028239m
bdis_Tek2	bdis_Tek2	0.5612	0.4223	1.3288	Brdisv1Tek-21020872m	Brdisv1Tek-21024351m
bdis_Tek2	bdis_Tek2	0.0965	1.0755	0.0897	Brdisv1Tek-21034186m	Brdisv1Tek-21026517m
bdis_Tek2	bdis_Tek2	0.6706	0.6763	0.9915	Brdisv1Tek-21002323m	Brdisv1Tek-21010471m
bdis_Tek2	bdis_Tek2	0.5565	0.6340	0.8778	Brdisv1Tek-21027189m	Brdisv1Tek-21021056m
bdis_Tek2	bdis_Tek2	0.1658	1.7946	0.0924	Brdisv1Tek-21015759m	Brdisv1Tek-21042077m
bdis_Tek2	bdis_Tek2	0.0764	0.3141	0.2434	Brdisv1Tek-21044989m	Brdisv1Tek-21040496m
bdis_Tek2	bdis_Tek2	0.1836	0.7611	0.2413	Brdisv1Tek-21005068m	Brdisv1Tek-21041597m
bdis_Tek2	bdis_Tek2	0.1226	0.6915	0.1772	Brdisv1Tek-21024948m	Brdisv1Tek-21027624m
bdis_Tek2	bdis_Tek2	0.0198	1.8766	0.0106	Brdisv1Tek-21001595m	Brdisv1Tek-21027693m
bdis_Tek2	bdis_Tek2	0.0376	0.1072	0.3504	Brdisv1Tek-21000237m	Brdisv1Tek-21011090m
bdis_Tek2	bdis_Tek2	0.2263	0.7456	0.3035	Brdisv1Tek-21023782m	Brdisv1Tek-21012100m
bdis_Tek2	bdis_Tek2	0.3800	0.8271	0.4595	Brdisv1Tek-21002374m	Brdisv1Tek-21023686m
bdis_Tek2	bdis_Tek2	0.0609	0.1406	0.4328	Brdisv1Tek-21044637m	Brdisv1Tek-21005923m
bdis_Tek2	bdis_Tek2	0.9915	2.0811	0.4764	Brdisv1Tek-21029193m	Brdisv1Tek-21029887m
bdis_Tek2	bdis_Tek2	0.4304	0.4879	0.8822	Brdisv1Tek-21040664m	Brdisv1Tek-21039496m
bdis_Tek2	bdis_Tek2	0.1146	0.3073	0.3728	Brdisv1Tek-21042786m	Brdisv1Tek-21037938m
bdis_Tek2	bdis_Tek2	0.0872	0.1513	0.5761	Brdisv1Tek-21005421m	Brdisv1Tek-21005424m
bdis_Tek2	bdis_Tek2	0.1321	2.1177	0.0624	Brdisv1Tek-21039075m	Brdisv1Tek-21035459m
bdis_Tek2	bdis_Tek2	0.0532	0.1011	0.5259	Brdisv1Tek-21023490m	Brdisv1Tek-21005143m
bdis_Tek2	bdis_Tek2	0.1512	1.4826	0.1020	Brdisv1Tek-21033895m	Brdisv1Tek-21006828m
bdis_Tek2	bdis_Tek2	0.0999	0.3904	0.2559	Brdisv1Tek-21023987m	Brdisv1Tek-21023985m
bdis_Tek2	bdis_Tek2	0.4342	0.3715	1.1689	Brdisv1Tek-21021085m	Brdisv1Tek-21023529m
bdis_Tek2	bdis_Tek2	0.2506	0.2687	0.9326	Brdisv1Tek-21014935m	Brdisv1Tek-21014934m
bdis_Tek2	bdis_Tek2	0.2208	0.8935	0.2471	Brdisv1Tek-21021045m	Brdisv1Tek-21034932m
bdis_Tek2	bdis_Tek2	0.7291	1.1211	0.6504	Brdisv1Tek-21044768m	Brdisv1Tek-21017790m
bdis_Tek2	bdis_Tek2	0.0959	0.2267	0.4230	Brdisv1Tek-21010121m	Brdisv1Tek-21027837m
bdis_Tek2	bdis_Tek2	0.0917	0.3211	0.2855	Brdisv1Tek-21017962m	Brdisv1Tek-21011735m
bdis_Tek2	bdis_Tek2	0.1854	0.5262	0.3524	Brdisv1Tek-21014379m	Brdisv1Tek-21028015m
bdis_Tek2	bdis_Tek2	0.1642	1.4833	0.1107	Brdisv1Tek-21020177m	Brdisv1Tek-21015879m
bdis_Tek2	bdis_Tek2	0.1119	0.6255	0.1790	Brdisv1Tek-21027097m	Brdisv1Tek-21006030m
bdis_Tek2	bdis_Tek2	0.0283	0.0849	0.3338	Brdisv1Tek-21021808m	Brdisv1Tek-21045081m
bdis_Tek2	bdis_Tek2	0.0714	0.3164	0.2258	Brdisv1Tek-21013660m	Brdisv1Tek-21006299m
bdis_Tek2	bdis_Tek2	0.1799	1.5499	0.1160	Brdisv1Tek-21001744m	Brdisv1Tek-21021662m
bdis_Tek2	bdis_Tek2	0.5224	0.6252	0.8357	Brdisv1Tek-21033404m	Brdisv1Tek-21016249m
bdis_Tek2	bdis_Tek2	0.7442	0.5860	1.2700	Brdisv1Tek-21040518m	Brdisv1Tek-21037131m
bdis_Tek2	bdis_Tek2	0.8246	1.0356	0.7962	Brdisv1Tek-21014951m	Brdisv1Tek-21042482m
bdis_Tek2	bdis_Tek2	0.0509	1.4569	0.0349	Brdisv1Tek-21019838m	Brdisv1Tek-21015596m
bdis_Tek2	bdis_Tek2	0.2270	73.0914	0.0031	Brdisv1Tek-21025615m	Brdisv1Tek-21011604m
bdis_Tek2	bdis_Tek2	0.1104	0.1457	0.7574	Brdisv1Tek-21027145m	Brdisv1Tek-21018361m
bdis_Tek2	bdis_Tek2	0.0387	0.1917	0.2018	Brdisv1Tek-21041139m	Brdisv1Tek-21021205m
bdis_Tek2	bdis_Tek2	0.0368	0.4695	0.0783	Brdisv1Tek-21023351m	Brdisv1Tek-21036702m
bdis_Tek2	bdis_Tek2	0.2118	0.6393	0.3314	Brdisv1Tek-21014279m	Brdisv1Tek-21014270m
bdis_Tek2	bdis_Tek2	0.1990	0.2957	0.6728	Brdisv1Tek-21002985m	Brdisv1Tek-21002983m
bdis_Tek2	bdis_Tek2	0.2116	1.6193	0.1307	Brdisv1Tek-21004373m	Brdisv1Tek-21015577m
bdis_Tek2	bdis_Tek2	0.0029	1.4996	0.0019	Brdisv1Tek-21005052m	Brdisv1Tek-21005054m
bdis_Tek2	bdis_Tek2	0.2490	2.4515	0.1016	Brdisv1Tek-21028562m	Brdisv1Tek-21021467m
bdis_Tek2	bdis_Tek2	0.0605	0.5611	0.1078	Brdisv1Tek-21019011m	Brdisv1Tek-21019012m
bdis_Tek2	bdis_Tek2	0.0349	0.1594	0.2192	Brdisv1Tek-21027805m	Brdisv1Tek-21027344m
bdis_Tek2	bdis_Tek2	0.0187	0.0938	0.1992	Brdisv1Tek-21035099m	Brdisv1Tek-21031099m
bdis_Tek2	bdis_Tek2	0.0010	0.9864	0.0010	Brdisv1Tek-21010478m	Brdisv1Tek-21013559m
bdis_Tek2	bdis_Tek2	0.1550	0.6675	0.2322	Brdisv1Tek-21041372m	Brdisv1Tek-21041265m
bdis_Tek2	bdis_Tek2	0.5034	0.9361	0.5378	Brdisv1Tek-21022183m	Brdisv1Tek-21009018m
bdis_Tek2	bdis_Tek2	0.1863	19.0547	0.0098	Brdisv1Tek-21043546m	Brdisv1Tek-21000288m
bdis_Tek2	bdis_Tek2	0.1872	0.5046	0.3710	Brdisv1Tek-21000763m	Brdisv1Tek-21008179m
bdis_Tek2	bdis_Tek2	0.0498	0.2264	0.2198	Brdisv1Tek-21045079m	Brdisv1Tek-21045040m
bdis_Tek2	bdis_Tek2	0.3417	0.5017	0.6811	Brdisv1Tek-21008929m	Brdisv1Tek-21031661m
bdis_Tek2	bdis_Tek2	0.3915	0.3694	1.0596	Brdisv1Tek-21015209m	Brdisv1Tek-21029421m
bdis_Tek2	bdis_Tek2	0.4327	0.6081	0.7115	Brdisv1Tek-21041519m	Brdisv1Tek-21027758m
bdis_Tek2	bdis_Tek2	0.0200	0.4292	0.0467	Brdisv1Tek-21040421m	Brdisv1Tek-21040418m
bdis_Tek2	bdis_Tek2	0.3179	1.6010	0.1986	Brdisv1Tek-21032560m	Brdisv1Tek-21012062m
bdis_Tek2	bdis_Tek2	0.3648	1.0063	0.3625	Brdisv1Tek-21044654m	Brdisv1Tek-21044900m
bdis_Tek2	bdis_Tek2	0.2490	2.4515	0.1016	Brdisv1Tek-21021467m	Brdisv1Tek-21028562m
bdis_Tek2	bdis_Tek2	0.0460	2.1776	0.0211	Brdisv1Tek-21011451m	Brdisv1Tek-21026398m
bdis_Tek2	bdis_Tek2	0.0599	0.5856	0.1024	Brdisv1Tek-21037099m	Brdisv1Tek-21006705m
bdis_Tek2	bdis_Tek2	0.2048	1.2385	0.1653	Brdisv1Tek-21012890m	Brdisv1Tek-21021280m
bdis_Tek2	bdis_Tek2	0.1609	0.9110	0.1766	Brdisv1Tek-21045047m	Brdisv1Tek-21006255m
bdis_Tek2	bdis_Tek2	0.4038	2.1408	0.1886	Brdisv1Tek-21000240m	Brdisv1Tek-21022767m
bdis_Tek2	bdis_Tek2	0.2100	1.0966	0.1915	Brdisv1Tek-21026689m	Brdisv1Tek-21034412m
bdis_Tek2	bdis_Tek2	0.0500	0.1318	0.3792	Brdisv1Tek-21043656m	Brdisv1Tek-21011820m
bdis_Tek2	bdis_Tek2	0.7137	0.6337	1.1262	Brdisv1Tek-21038783m	Brdisv1Tek-21003753m
bdis_Tek2	bdis_Tek2	0.5909	0.4909	1.2037	Brdisv1Tek-21036397m	Brdisv1Tek-21006178m
bdis_Tek2	bdis_Tek2	0.0693	0.1842	0.3764	Brdisv1Tek-21018878m	Brdisv1Tek-21018883m
bdis_Tek2	bdis_Tek2	0.0921	0.6995	0.1317	Brdisv1Tek-21035168m	Brdisv1Tek-21035167m
bdis_Tek2	bdis_Tek2	0.0188	0.0953	0.1973	Brdisv1Tek-21021555m	Brdisv1Tek-21021542m
bdis_Tek2	bdis_Tek2	1.0266	0.5169	1.9861	Brdisv1Tek-21009240m	Brdisv1Tek-21035456m
bdis_Tek2	bdis_Tek2	0.0847	1.0847	0.0780	Brdisv1Tek-21023085m	Brdisv1Tek-21003839m
bdis_Tek2	bdis_Tek2	0.1378	1.0994	0.1254	Brdisv1Tek-21006188m	Brdisv1Tek-21006192m
bdis_Tek2	bdis_Tek2	0.2204	1.5606	0.1412	Brdisv1Tek-21000652m	Brdisv1Tek-21000655m
bdis_Tek2	bdis_Tek2	0.0305	26.7241	0.0011	Brdisv1Tek-21044548m	Brdisv1Tek-21040800m
bdis_Tek2	bdis_Tek2	0.0843	0.6718	0.1255	Brdisv1Tek-21011220m	Brdisv1Tek-21011227m
bdis_Tek2	bdis_Tek2	0.1193	0.7767	0.1537	Brdisv1Tek-21015982m	Brdisv1Tek-21020483m
bdis_Tek2	bdis_Tek2	0.3567	0.2433	1.4663	Brdisv1Tek-21034616m	Brdisv1Tek-21037953m
bdis_Tek2	bdis_Tek2	0.4809	0.4136	1.1627	Brdisv1Tek-21003798m	Brdisv1Tek-21020015m
bdis_Tek2	bdis_Tek2	0.5266	0.5736	0.9181	Brdisv1Tek-21002547m	Brdisv1Tek-21001154m
bdis_Tek2	bdis_Tek2	0.2160	0.5263	0.4105	Brdisv1Tek-21032805m	Brdisv1Tek-21032792m
bdis_Tek2	bdis_Tek2	0.0652	0.9131	0.0714	Brdisv1Tek-21039850m	Brdisv1Tek-21039871m
bdis_Tek2	bdis_Tek2	0.0387	0.1195	0.3243	Brdisv1Tek-21033192m	Brdisv1Tek-21025570m
bdis_Tek2	bdis_Tek2	0.2053	0.3036	0.6761	Brdisv1Tek-21000522m	Brdisv1Tek-21000524m
bdis_Tek2	bdis_Tek2	0.3681	0.7052	0.5219	Brdisv1Tek-21044007m	Brdisv1Tek-21016046m
bdis_Tek2	bdis_Tek2	0.3058	1.0009	0.3056	Brdisv1Tek-21043907m	Brdisv1Tek-21027512m
bdis_Tek2	bdis_Tek2	0.7250	0.6651	1.0900	Brdisv1Tek-21009019m	Brdisv1Tek-21030616m
bdis_Tek2	bdis_Tek2	0.4251	0.4367	0.9736	Brdisv1Tek-21039022m	Brdisv1Tek-21014129m
bdis_Tek2	bdis_Tek2	0.1052	1.3888	0.0757	Brdisv1Tek-21021605m	Brdisv1Tek-21010148m
bdis_Tek2	bdis_Tek2	0.0972	0.2689	0.3615	Brdisv1Tek-21001840m	Brdisv1Tek-21001841m
bdis_Tek2	bdis_Tek2	0.0002	0.1995	0.0010	Brdisv1Tek-21044985m	Brdisv1Tek-21044960m
bdis_Tek2	bdis_Tek2	0.0603	0.1895	0.3182	Brdisv1Tek-21041467m	Brdisv1Tek-21022422m
bdis_Tek2	bdis_Tek2	0.0453	0.1644	0.2757	Brdisv1Tek-21015435m	Brdisv1Tek-21015432m
