Reference_Species	Query_Species	dN	dS	dNdS	Reference_Gene	Query_gene
osat_cds	osat_cds	0.2058	1.2458	0.1652	Os09t0519100-00	Os08t0543700-00
osat_cds	osat_cds	0.4332	0.3863	1.1213	Os01t0838600-00	Os05t0114400-01
osat_cds	osat_cds	0.4460	0.3885	1.1481	Os01t0966700-01	Os01t0966801-00
osat_cds	osat_cds	0.2060	0.8947	0.2302	Os03t0734200-01	Os03t0734100-01
osat_cds	osat_cds	0.0591	0.8856	0.0668	Os11t0240900-01	Os12t0197900-01
osat_cds	osat_cds	0.3334	0.3635	0.9170	Os05t0116750-00	Os05t0116700-01
osat_cds	osat_cds	0.2220	1.7530	0.1266	Os11t0581700-01	Os03t0161600-01
osat_cds	osat_cds	0.0951	1.3956	0.0681	Os05t0102900-01	Os01t0103000-01
osat_cds	osat_cds	0.0121	0.0785	0.1546	Os01t0144200-01	Os03t0679000-01
osat_cds	osat_cds	0.2991	1.0738	0.2785	Os01t0960400-01	Os01t0818600-01
osat_cds	osat_cds	0.6116	0.6144	0.9954	Os03t0319000-01	Os03t0319050-00
osat_cds	osat_cds	0.0718	0.2377	0.3020	Os07t0281800-01	Os07t0282401-00
osat_cds	osat_cds	0.1518	0.6892	0.2203	Os01t0530366-01	Os07t0105100-00
osat_cds	osat_cds	0.0945	0.2639	0.3582	Os01t0944500-00	Os01t0940700-02
osat_cds	osat_cds	0.0906	0.1510	0.5998	Os12t0191200-01	Os05t0281400-01
osat_cds	osat_cds	0.3606	0.2558	1.4094	Os04t0442050-00	Os04t0442000-01
osat_cds	osat_cds	0.0013	0.0068	0.1980	Os02t0147700-01	Os02t0147100-00
osat_cds	osat_cds	0.0320	0.6513	0.0491	Os01t0832300-00	Os05t0467000-01
osat_cds	osat_cds	0.4638	0.8985	0.5161	Os03t0761200-01	Os03t0761250-00
osat_cds	osat_cds	0.4139	0.5281	0.7837	Os10t0494400-00	Os10t0494300-01
osat_cds	osat_cds	0.1281	3.0331	0.0422	Os10t0578000-01	Os02t0697300-01
osat_cds	osat_cds	0.1098	0.0525	2.0928	Os01t0725000-01	Os07t0121401-01
osat_cds	osat_cds	0.0210	0.6246	0.0336	Os05t0108500-01	Os05t0198700-01
osat_cds	osat_cds	0.7376	0.6901	1.0688	Os08t0471300-01	Os10t0388100-01
osat_cds	osat_cds	0.1781	0.8284	0.2150	Os08t0430200-01	Os09t0407200-01
osat_cds	osat_cds	0.4342	1.3360	0.3250	Os02t0552100-01	Os09t0474051-01
osat_cds	osat_cds	0.2084	1.1073	0.1882	Os08t0496200-00	Os09t0480400-01
osat_cds	osat_cds	0.0735	2.0573	0.0357	Os01t0279900-01	Os01t0808100-02
osat_cds	osat_cds	0.1191	0.7957	0.1496	Os08t0557100-01	Os09t0565200-02
osat_cds	osat_cds	0.0014	0.0505	0.0271	Os11t0103000-00	Os12t0102600-01
osat_cds	osat_cds	0.1810	1.3772	0.1314	Os04t0594100-01	Os02t0695200-01
osat_cds	osat_cds	0.1278	0.7988	0.1600	Os04t0442000-01	Os02t0557200-01
osat_cds	osat_cds	0.1456	1.2949	0.1124	Os02t0330200-01	Os03t0567600-01
osat_cds	osat_cds	0.1382	0.8645	0.1599	Os06t0528700-01	Os07t0112000-00
osat_cds	osat_cds	0.0315	0.0933	0.3379	Os01t0780400-02	Os01t0531300-00
osat_cds	osat_cds	0.5529	0.9432	0.5862	Os04t0206100-00	Os04t0206700-02
osat_cds	osat_cds	0.1167	0.8112	0.1439	Os03t0356900-01	Os03t0358900-00
osat_cds	osat_cds	0.0569	0.5408	0.1051	Os12t0150200-01	Os11t0151400-01
osat_cds	osat_cds	0.0232	0.4146	0.0561	Os12t0115500-01	Os11t0116000-01
osat_cds	osat_cds	0.2275	0.0949	2.3968	Os06t0516301-00	Os04t0174200-01
osat_cds	osat_cds	0.0405	0.1564	0.2592	Os07t0142500-00	Os07t0142200-01
osat_cds	osat_cds	0.2893	0.7312	0.3956	Os09t0419600-01	Os09t0419500-01
osat_cds	osat_cds	0.5899	0.7700	0.7661	Os04t0480300-01	Os11t0183700-01
osat_cds	osat_cds	0.0485	2.4521	0.0198	Os02t0564200-01	Os07t0175750-00
osat_cds	osat_cds	0.5945	0.3245	1.8318	Os06t0283300-01	Os08t0138700-01
osat_cds	osat_cds	0.7302	0.7263	1.0054	Os02t0221900-01	Os02t0222000-00
osat_cds	osat_cds	0.0000	0.0000	99.0000	Os09t0405300-01	Os09t0405200-00
osat_cds	osat_cds	0.1278	0.2971	0.4302	Os01t0934600-00	Os01t0934700-01
osat_cds	osat_cds	0.4340	0.9095	0.4771	Os01t0512700-00	Os01t0132766-01
osat_cds	osat_cds	0.4652	0.3432	1.3556	Os10t0478750-00	Os03t0735100-01
osat_cds	osat_cds	0.8620	0.6538	1.3184	Os06t0636100-00	Os06t0636201-00
osat_cds	osat_cds	5.5906	6.4740	0.8635	Os07t0688700-00	Os03t0309300-00
osat_cds	osat_cds	0.5530	0.5042	1.0967	Os08t0566250-00	Os08t0566100-01
osat_cds	osat_cds	0.0425	0.0229	1.8556	Os06t0298000-00	Os07t0508500-01
osat_cds	osat_cds	0.6215	0.9553	0.6506	Os08t0513300-01	Os04t0497900-01
osat_cds	osat_cds	0.0645	0.0360	1.7903	Os08t0198700-01	Os03t0786100-01
osat_cds	osat_cds	0.1218	0.4805	0.2535	Os01t0207700-00	Os01t0207900-00
osat_cds	osat_cds	0.0261	0.0433	0.6030	Os02t0167700-01	Os02t0169800-01
osat_cds	osat_cds	0.5662	0.4200	1.3482	Os11t0536800-01	Os01t0232300-01
osat_cds	osat_cds	0.0000	0.0000	0.4187	Os06t0100550-00	Os06t0100700-00
osat_cds	osat_cds	0.2976	0.7926	0.3755	Os03t0279500-00	Os04t0631600-01
osat_cds	osat_cds	0.6320	0.5851	1.0801	Os06t0263801-01	Os06t0264200-00
osat_cds	osat_cds	0.0493	0.9397	0.0524	Os07t0687700-01	Os03t0318600-01
osat_cds	osat_cds	0.0882	0.0973	0.9060	Os08t0507200-00	Os01t0181000-00
osat_cds	osat_cds	0.0176	0.0250	0.7071	Os07t0565200-01	Os04t0613400-00
osat_cds	osat_cds	0.1515	1.8450	0.0821	Os04t0671200-01	Os04t0671300-01
osat_cds	osat_cds	0.7139	0.4174	1.7101	Os04t0506300-01	Os01t0179800-01
osat_cds	osat_cds	0.6950	0.5848	1.1884	Os03t0691500-00	Os01t0245532-00
osat_cds	osat_cds	0.0574	0.2283	0.2513	Os03t0186800-01	Os03t0572300-01
osat_cds	osat_cds	0.0692	0.7118	0.0972	Os02t0726500-01	Os06t0284200-02
osat_cds	osat_cds	0.0044	0.1801	0.0242	Os12t0108000-01	Os11t0108700-00
osat_cds	osat_cds	0.4916	0.9637	0.5101	Os03t0142800-01	Os02t0288400-00
osat_cds	osat_cds	0.8607	0.5438	1.5827	Os01t0339851-01	Os06t0298100-01
osat_cds	osat_cds	0.8096	0.6136	1.3194	Os07t0533000-00	Os07t0532932-00
osat_cds	osat_cds	0.8563	0.6515	1.3144	Os06t0111700-01	Os12t0564750-00
osat_cds	osat_cds	0.7232	0.7568	0.9557	Os12t0191400-00	Os12t0191500-01
osat_cds	osat_cds	0.1322	0.4583	0.2886	Os01t0833100-01	Os05t0466800-01
osat_cds	osat_cds	0.3197	0.6837	0.4676	Os05t0565900-00	Os01t0626400-01
osat_cds	osat_cds	0.3281	0.5545	0.5918	Os09t0130901-01	Os06t0589800-01
osat_cds	osat_cds	0.0976	0.5349	0.1825	Os10t0444400-01	Os03t0151100-01
osat_cds	osat_cds	0.0268	0.2495	0.1075	Os12t0629600-00	Os12t0628600-01
osat_cds	osat_cds	0.4716	0.5628	0.8380	Os07t0124650-00	Os07t0124700-02
osat_cds	osat_cds	0.0992	2.4995	0.0397	Os03t0160300-00	Os10t0422800-01
osat_cds	osat_cds	0.0386	0.1079	0.3575	Os06t0569900-01	Os06t0570100-01
osat_cds	osat_cds	0.4561	1.0401	0.4385	Os07t0596900-00	Os03t0444900-00
osat_cds	osat_cds	0.0000	0.0000	0.3351	Os06t0178601-00	Os06t0176801-00
osat_cds	osat_cds	0.1310	0.6194	0.2116	Os06t0592951-00	Os10t0426100-00
osat_cds	osat_cds	0.6327	0.3678	1.7200	Os08t0113400-01	Os06t0474300-01
osat_cds	osat_cds	0.1301	0.9883	0.1316	Os02t0540700-00	Os04t0418500-01
osat_cds	osat_cds	0.8774	0.8173	1.0736	Os09t0536300-00	Os09t0536350-00
osat_cds	osat_cds	0.0400	0.1035	0.3865	Os10t0150000-01	Os10t0149800-00
osat_cds	osat_cds	0.1731	1.0080	0.1717	Os06t0220200-00	Os06t0220300-00
osat_cds	osat_cds	0.2455	1.4216	0.1727	Os08t0158200-02	Os08t0158300-00
osat_cds	osat_cds	0.4961	0.4749	1.0447	Os12t0180250-00	Os12t0180100-01
osat_cds	osat_cds	0.2982	0.2551	1.1690	Os05t0269200-00	Os01t0247700-01
osat_cds	osat_cds	0.3306	88.9173	0.0037	Os08t0398500-01	Os07t0164800-01
osat_cds	osat_cds	0.4141	0.3862	1.0722	Os11t0267300-01	Os12t0502700-01
osat_cds	osat_cds	0.4299	0.4071	1.0559	Os06t0635250-00	Os06t0635200-01
osat_cds	osat_cds	0.1259	0.6880	0.1830	Os09t0479200-01	Os08t0493800-01
osat_cds	osat_cds	0.2557	0.1719	1.4873	Os12t0564400-02	Os07t0275100-00
osat_cds	osat_cds	0.0292	0.9741	0.0300	Os05t0135700-01	Os01t0293000-01
osat_cds	osat_cds	0.6645	0.4542	1.4630	Os02t0188600-00	Os10t0561000-00
osat_cds	osat_cds	0.0000	0.0038	0.0010	Os07t0210800-00	Os03t0643100-01
osat_cds	osat_cds	0.0710	1.0310	0.0689	Os07t0101500-01	Os11t0707600-02
osat_cds	osat_cds	0.5520	1.1361	0.4859	Os11t0145200-01	Os06t0593200-01
osat_cds	osat_cds	0.4465	0.3048	1.4649	Os01t0101850-00	Os01t0101800-01
osat_cds	osat_cds	0.7862	0.6165	1.2751	Os01t0937025-00	Os01t0937050-01
osat_cds	osat_cds	0.6818	0.8933	0.7632	Os03t0120350-00	Os03t0120300-01
osat_cds	osat_cds	0.2326	24.8198	0.0094	Os01t0229800-00	Os05t0228000-01
osat_cds	osat_cds	0.4350	0.3712	1.1717	Os03t0247200-01	Os03t0247400-00
osat_cds	osat_cds	0.4122	0.4604	0.8954	Os06t0230201-00	Os06t0230100-00
osat_cds	osat_cds	0.1407	0.2049	0.6866	Os07t0650375-00	Os07t0543500-00
osat_cds	osat_cds	0.4177	0.2806	1.4886	Os02t0197950-00	Os06t0609775-00
osat_cds	osat_cds	0.0000	0.0107	0.0010	Os09t0315050-00	Os03t0583900-01
osat_cds	osat_cds	0.0446	0.0459	0.9704	Os06t0163450-00	Os06t0199050-00
osat_cds	osat_cds	0.3641	0.6247	0.5829	Os07t0635700-00	Os06t0191800-01
osat_cds	osat_cds	0.1506	0.9832	0.1532	Os02t0706400-01	Os12t0522516-00
osat_cds	osat_cds	0.0521	0.2065	0.2523	Os03t0295400-01	Os02t0723600-00
osat_cds	osat_cds	0.0204	0.1004	0.2029	Os04t0630600-00	Os04t0630800-01
osat_cds	osat_cds	0.1474	0.1102	1.3378	Os10t0569400-01	Os10t0569600-00
osat_cds	osat_cds	0.5738	1.0757	0.5334	Os11t0543900-01	Os11t0544000-02
osat_cds	osat_cds	0.6616	0.7633	0.8668	Os01t0737550-00	Os01t0737600-00
osat_cds	osat_cds	0.1419	0.1218	1.1652	Os08t0197050-00	Os08t0197000-01
osat_cds	osat_cds	0.6426	0.5710	1.1254	Os01t0269800-00	Os02t0300500-00
osat_cds	osat_cds	0.4044	0.4842	0.8352	Os09t0319701-01	Os11t0470600-01
osat_cds	osat_cds	0.2982	0.2551	1.1690	Os01t0247700-01	Os05t0269200-00
osat_cds	osat_cds	0.5495	0.6037	0.9101	Os06t0661600-01	Os01t0179300-01
osat_cds	osat_cds	0.1811	0.2674	0.6771	Os09t0103300-01	Os03t0587600-01
osat_cds	osat_cds	0.0068	0.0262	0.2579	Os10t0460800-00	Os06t0190900-00
osat_cds	osat_cds	0.0372	0.0004	99.0000	Os05t0368400-00	Os05t0553300-01
osat_cds	osat_cds	0.2305	0.3822	0.6032	Os08t0234400-01	Os12t0518000-02
osat_cds	osat_cds	0.1310	17.7769	0.0074	Os05t0113400-01	Os04t0555700-01
osat_cds	osat_cds	0.7463	0.7624	0.9788	Os01t0699500-01	Os01t0699450-00
osat_cds	osat_cds	0.0411	0.1376	0.2988	Os12t0118700-01	Os11t0119200-01
osat_cds	osat_cds	0.2098	0.3416	0.6143	Os01t0143700-00	Os01t0143300-01
osat_cds	osat_cds	0.4680	0.7040	0.6648	Os06t0549525-00	Os06t0549600-01
osat_cds	osat_cds	0.7752	0.7286	1.0640	Os07t0164200-02	Os04t0390100-01
osat_cds	osat_cds	0.4197	0.4921	0.8529	Os02t0177666-00	Os02t0177600-01
osat_cds	osat_cds	0.3331	0.3291	1.0122	Os07t0579100-01	Os07t0580300-00
osat_cds	osat_cds	0.2621	3.0908	0.0848	Os02t0302200-01	Os02t0302700-01
osat_cds	osat_cds	0.6223	0.3819	1.6293	Os07t0563600-01	Os07t0615900-02
osat_cds	osat_cds	0.3430	1.2344	0.2779	Os09t0516500-00	Os09t0516451-01
osat_cds	osat_cds	0.6590	0.6799	0.9692	Os07t0499900-01	Os06t0148900-01
osat_cds	osat_cds	0.1615	1.0359	0.1559	Os02t0290500-01	Os06t0340600-02
osat_cds	osat_cds	0.1926	6.8527	0.0281	Os05t0335401-01	Os11t0446500-00
osat_cds	osat_cds	0.0219	0.0511	0.4284	Os12t0221600-01	Os12t0218300-01
osat_cds	osat_cds	0.0753	0.4867	0.1547	Os08t0189200-01	Os08t0231400-01
osat_cds	osat_cds	0.1180	0.9251	0.1276	Os02t0299600-01	Os05t0251500-01
osat_cds	osat_cds	0.0000	0.0000	0.5176	Os10t0115200-01	Os10t0114500-01
osat_cds	osat_cds	0.1246	0.1503	0.8293	Os01t0780900-01	Os01t0304500-00
osat_cds	osat_cds	0.0106	0.1997	0.0533	Os11t0128600-00	Os12t0125200-01
osat_cds	osat_cds	0.1508	0.5119	0.2947	Os05t0267800-01	Os05t0267100-01
osat_cds	osat_cds	0.1376	61.4915	0.0022	Os07t0104100-01	Os11t0661600-01
osat_cds	osat_cds	0.0133	0.0245	0.5440	Os11t0549650-00	Os11t0549690-01
osat_cds	osat_cds	0.3988	0.2909	1.3711	Os08t0282100-00	Os08t0281500-00
osat_cds	osat_cds	0.1764	0.5605	0.3147	Os01t0728300-01	Os01t0627500-01
osat_cds	osat_cds	0.0037	0.0086	0.4285	Os05t0584950-00	Os11t0526000-01
osat_cds	osat_cds	0.1194	0.2077	0.5751	Os04t0676600-01	Os04t0676650-00
osat_cds	osat_cds	0.0446	5.7958	0.0077	Os05t0180700-01	Os05t0321600-01
osat_cds	osat_cds	0.0040	0.0853	0.0471	Os01t0549700-01	Os01t0550000-01
osat_cds	osat_cds	0.5455	0.5962	0.9150	Os03t0268250-00	Os03t0268200-02
osat_cds	osat_cds	0.0703	0.7309	0.0962	Os12t0168700-01	Os11t0169800-01
osat_cds	osat_cds	0.5258	0.8912	0.5900	Os01t0859200-02	Os02t0532300-02
osat_cds	osat_cds	0.4313	0.4996	0.8633	Os01t0923700-01	Os12t0454800-01
osat_cds	osat_cds	0.4670	0.6535	0.7146	Os09t0103150-00	Os09t0103100-01
osat_cds	osat_cds	0.4094	0.3485	1.1747	Os09t0397950-00	Os09t0397900-01
osat_cds	osat_cds	0.1345	1.9315	0.0696	Os07t0115300-01	Os03t0762400-01
osat_cds	osat_cds	0.1268	0.1794	0.7066	Os04t0269700-01	Os01t0214200-01
osat_cds	osat_cds	0.2020	2.6147	0.0773	Os01t0783700-01	Os06t0683400-02
osat_cds	osat_cds	0.3588	0.8010	0.4479	Os03t0850300-01	Os12t0478900-00
osat_cds	osat_cds	0.0082	0.0107	0.7715	Os08t0367300-00	Os02t0129000-00
osat_cds	osat_cds	0.1015	1.2768	0.0795	Os10t0417800-01	Os03t0162500-01
osat_cds	osat_cds	0.5806	0.8967	0.6475	Os09t0401000-01	Os09t0401050-00
osat_cds	osat_cds	0.1723	23.2517	0.0074	Os08t0191700-01	Os05t0230900-01
osat_cds	osat_cds	0.3748	0.4298	0.8720	Os03t0847900-03	Os03t0246900-00
osat_cds	osat_cds	0.0266	0.0862	0.3079	Os10t0511300-00	Os09t0560100-00
osat_cds	osat_cds	0.3764	0.7281	0.5169	Os01t0194200-01	Os01t0708700-01
osat_cds	osat_cds	0.1478	0.6271	0.2357	Os03t0827600-02	Os07t0244300-01
osat_cds	osat_cds	0.7157	0.6597	1.0849	Os06t0283200-01	Os07t0690300-01
osat_cds	osat_cds	0.7116	0.4089	1.7402	Os08t0197025-01	Os08t0197050-00
osat_cds	osat_cds	0.0494	0.5757	0.0857	Os02t0146400-01	Os02t0478900-00
osat_cds	osat_cds	0.4230	0.6847	0.6178	Os01t0127450-00	Os12t0175400-01
osat_cds	osat_cds	0.0995	0.6789	0.1465	Os02t0630250-00	Os06t0683500-00
osat_cds	osat_cds	0.6354	0.8193	0.7756	Os06t0569300-00	Os08t0538100-00
osat_cds	osat_cds	0.2135	1.4585	0.1464	Os05t0468900-01	Os01t0830900-00
osat_cds	osat_cds	0.0828	2.9597	0.0280	Os08t0292900-01	Os06t0646600-01
osat_cds	osat_cds	0.3018	0.3173	0.9512	Os01t0363900-01	Os01t0363950-00
osat_cds	osat_cds	0.6400	0.4357	1.4689	Os07t0196100-01	Os03t0575950-00
osat_cds	osat_cds	0.5805	0.5683	1.0214	Os07t0142100-00	Os07t0175300-01
osat_cds	osat_cds	0.0732	0.2807	0.2609	Os05t0547700-02	Os10t0359500-01
osat_cds	osat_cds	0.1474	0.2638	0.5589	Os01t0619900-01	Os01t0619100-01
osat_cds	osat_cds	0.0355	0.0373	0.9511	Os10t0161625-00	Os02t0643000-01
osat_cds	osat_cds	0.3213	0.9535	0.3370	Os06t0286375-00	Os09t0253000-01
osat_cds	osat_cds	0.2264	0.6883	0.3289	Os01t0219000-00	Os07t0669401-00
osat_cds	osat_cds	0.0693	0.2160	0.3210	Os05t0525000-00	Os05t0525501-00
osat_cds	osat_cds	0.7730	0.2256	3.4268	Os07t0193000-01	Os12t0639600-02
osat_cds	osat_cds	0.1387	0.2407	0.5761	Os10t0128700-00	Os10t0128900-00
osat_cds	osat_cds	0.7317	0.6694	1.0931	Os06t0118800-00	Os05t0128200-02
osat_cds	osat_cds	0.2707	0.5487	0.4935	Os07t0456800-00	Os07t0456700-01
osat_cds	osat_cds	0.0001	0.0558	0.0010	Os03t0424500-01	Os03t0424800-00
osat_cds	osat_cds	0.0157	0.4406	0.0356	Os11t0247300-01	Os03t0726100-01
osat_cds	osat_cds	0.0098	0.0001	99.0000	Os11t0440200-00	Os11t0439600-01
osat_cds	osat_cds	0.9606	0.3985	2.4105	Os03t0167775-00	Os03t0167700-01
osat_cds	osat_cds	0.0661	0.4745	0.1392	Os08t0189300-01	Os08t0231400-01
osat_cds	osat_cds	0.1692	0.2824	0.5990	Os12t0600100-01	Os12t0599900-01
osat_cds	osat_cds	0.2086	5.4342	0.0384	Os09t0427125-00	Os08t0444500-00
osat_cds	osat_cds	0.6802	0.8594	0.7914	Os06t0301500-01	Os05t0359700-01
osat_cds	osat_cds	0.0000	0.0000	0.5096	Os01t0777400-01	Os01t0777600-01
osat_cds	osat_cds	0.5662	0.6008	0.9424	Os02t0741300-01	Os01t0773600-01
osat_cds	osat_cds	0.0001	0.1039	0.0010	Os11t0115100-01	Os12t0114800-01
osat_cds	osat_cds	0.4026	0.5267	0.7643	Os02t0155700-00	Os02t0154000-01
osat_cds	osat_cds	0.0899	0.8046	0.1117	Os01t0317800-01	Os01t0318000-00
osat_cds	osat_cds	0.5229	0.3531	1.4810	Os01t0329900-01	Os05t0159300-02
osat_cds	osat_cds	0.0780	0.5368	0.1454	Os04t0507500-01	Os02t0617300-01
osat_cds	osat_cds	0.3256	0.2204	1.4775	Os08t0551200-00	Os09t0547300-01
osat_cds	osat_cds	0.1038	1.7549	0.0591	Os03t0823800-01	Os02t0741800-01
osat_cds	osat_cds	0.1716	0.7077	0.2425	Os02t0273900-01	Os06t0332500-01
osat_cds	osat_cds	0.1045	0.7839	0.1333	Os07t0602000-01	Os07t0598000-02
osat_cds	osat_cds	0.1252	1.6616	0.0753	Os03t0138700-01	Os10t0469900-01
osat_cds	osat_cds	0.1871	0.7915	0.2364	Os05t0436900-01	Os01t0868200-02
osat_cds	osat_cds	0.2164	0.4968	0.4356	Os03t0188500-01	Os03t0624900-00
osat_cds	osat_cds	0.5523	0.4606	1.1990	Os08t0135900-01	Os08t0136001-00
osat_cds	osat_cds	0.5815	0.4088	1.4224	Os07t0102150-00	Os07t0102100-01
