Reference_Species	Query_Species	dN	dS	dNdS	Reference_Gene	Query_gene
bdis_cds	bdis_cds	0.0000	0.0000	0.4716	Bradi1g43151	Bradi1g43151
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi2g46510	Bradi2g46510
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi2g26090	Bradi2g26090
bdis_cds	bdis_cds	0.0000	0.0000	0.4409	Bradi3g03040	Bradi3g03040
bdis_cds	bdis_cds	0.0000	0.0000	0.1148	Bradi3g08637	Bradi3g08637
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi3g14270	Bradi3g14270
bdis_cds	bdis_cds	0.0000	0.0000	0.3012	Bradi3g42080	Bradi3g42080
bdis_cds	bdis_cds	0.0000	0.0000	0.4107	Bradi3g21661	Bradi3g21661
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi2g08200	Bradi2g08200
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi3g40605	Bradi3g40605
bdis_cds	bdis_cds	0.0000	0.0000	0.3681	Bradi2g31680	Bradi2g31680
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi4g40550	Bradi4g40550
bdis_cds	bdis_cds	0.0000	0.0000	0.4881	Bradi3g06254	Bradi3g06254
bdis_cds	bdis_cds	0.0000	0.0000	0.5229	Bradi5g05140	Bradi5g05140
bdis_cds	bdis_cds	0.0000	0.0000	0.1407	Bradi3g06916	Bradi3g06916
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi5g13816	Bradi5g13816
bdis_cds	bdis_cds	0.0000	0.0000	99.0000	Bradi3g50015	Bradi3g50015
bdis_cds	bdis_cds	0.0000	0.0000	0.4304	Bradi4g05917	Bradi4g05917
bdis_cds	bdis_cds	0.0000	0.0000	0.4492	Bradi5g12240	Bradi5g12240
bdis_cds	bdis_cds	0.0000	0.0000	0.4655	Bradi1g69470	Bradi1g69470
bdis_cds	bdis_cds	0.0000	0.0000	0.3757	Bradi3g17101	Bradi3g17101
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi5g07920	Bradi5g07920
bdis_cds	bdis_cds	0.0000	0.0000	0.4552	Bradi1g02107	Bradi1g02107
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi1g51340	Bradi1g51340
bdis_cds	bdis_cds	0.0000	0.0000	88.3495	Bradi5g22211	Bradi5g22211
bdis_cds	bdis_cds	0.0000	0.0000	0.3528	Bradi1g49150	Bradi1g49150
bdis_cds	bdis_cds	0.0000	0.0000	0.1979	Bradi5g03530	Bradi5g03530
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi3g33266	Bradi3g33266
bdis_cds	bdis_cds	0.0000	0.0000	0.5162	Bradi1g31109	Bradi1g31109
bdis_cds	bdis_cds	0.0000	0.0000	2.4469	Bradi2g19880	Bradi2g19880
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi3g18140	Bradi3g18140
bdis_cds	bdis_cds	0.0000	0.0000	0.4126	Bradi1g20270	Bradi1g20270
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi2g57980	Bradi2g57980
bdis_cds	bdis_cds	0.0000	0.0000	0.4590	Bradi2g50250	Bradi2g50250
bdis_cds	bdis_cds	0.0000	0.0000	0.5006	Bradi5g26460	Bradi5g26460
bdis_cds	bdis_cds	0.0000	0.0000	0.3956	Bradi3g42877	Bradi3g42877
bdis_cds	bdis_cds	0.0000	0.0000	0.4328	Bradi4g20338	Bradi4g20338
bdis_cds	bdis_cds	0.0000	0.0000	0.3883	Bradi1g65643	Bradi1g65643
bdis_cds	bdis_cds	0.0000	0.0000	0.4222	Bradi1g10440	Bradi1g10440
bdis_cds	bdis_cds	0.0000	0.0000	0.4085	Bradi2g02514	Bradi2g02514
bdis_cds	bdis_cds	0.0000	0.0000	0.1690	Bradi2g04220	Bradi2g04220
bdis_cds	bdis_cds	0.0000	0.0000	0.3738	Bradi2g07082	Bradi2g07082
bdis_cds	bdis_cds	0.0000	0.0000	0.3796	Bradi2g51741	Bradi2g51741
bdis_cds	bdis_cds	0.0000	0.0000	0.5061	Bradi3g50740	Bradi3g50740
bdis_cds	bdis_cds	0.0000	0.0000	0.4812	Bradi1g14750	Bradi1g14750
bdis_cds	bdis_cds	0.0000	0.0000	0.4370	Bradi2g31103	Bradi2g31103
bdis_cds	bdis_cds	0.0000	0.0000	4.5472	Bradi3g13150	Bradi3g13150
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi4g09976	Bradi4g09976
bdis_cds	bdis_cds	0.0000	0.0000	0.3891	Bradi3g60018	Bradi3g60018
bdis_cds	bdis_cds	0.0000	0.0000	0.4404	Bradi2g25870	Bradi2g25870
bdis_cds	bdis_cds	0.0000	0.0000	0.4640	Bradi3g02044	Bradi3g02044
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi4g39780	Bradi4g39780
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi3g51490	Bradi3g51490
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi3g09180	Bradi3g09180
bdis_cds	bdis_cds	0.0000	0.0000	0.5089	Bradi2g34587	Bradi2g34587
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi5g11230	Bradi5g11230
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi3g48746	Bradi3g48746
bdis_cds	bdis_cds	0.0000	0.0000	0.3789	Bradi1g07750	Bradi1g07750
bdis_cds	bdis_cds	0.0000	0.0000	0.4152	Bradi4g25490	Bradi4g25490
bdis_cds	bdis_cds	0.0000	0.0000	0.4693	Bradi5g26620	Bradi5g26620
bdis_cds	bdis_cds	0.0000	0.0000	0.5007	Bradi4g41410	Bradi4g41410
bdis_cds	bdis_cds	0.0000	0.0000	0.4272	Bradi3g55410	Bradi3g55410
bdis_cds	bdis_cds	0.0000	0.0000	0.3814	Bradi1g14250	Bradi1g14250
bdis_cds	bdis_cds	0.0000	0.0000	0.3756	Bradi2g21980	Bradi2g21980
bdis_cds	bdis_cds	0.0000	0.0000	0.3778	Bradi1g61260	Bradi1g61260
bdis_cds	bdis_cds	0.0000	0.0000	0.4088	Bradi2g20687	Bradi2g20687
bdis_cds	bdis_cds	0.0000	0.0000	0.4533	Bradi4g11614	Bradi4g11614
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi3g54885	Bradi3g54885
bdis_cds	bdis_cds	0.0000	0.0000	0.4660	Bradi5g16830	Bradi5g16830
bdis_cds	bdis_cds	0.0000	0.0000	0.3804	Bradi3g37610	Bradi3g37610
bdis_cds	bdis_cds	0.0000	0.0000	0.3725	Bradi2g28212	Bradi2g28212
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi5g01202	Bradi5g01202
bdis_cds	bdis_cds	0.0000	0.0000	0.4600	Bradi2g44020	Bradi2g44020
bdis_cds	bdis_cds	0.0000	0.0000	0.4832	Bradi1g60021	Bradi1g60021
bdis_cds	bdis_cds	0.0000	0.0000	0.3811	Bradi1g11317	Bradi1g11317
bdis_cds	bdis_cds	0.0000	0.0000	0.3304	Bradi3g01406	Bradi3g01406
bdis_cds	bdis_cds	0.0000	0.0000	0.4643	Bradi1g37470	Bradi1g37470
bdis_cds	bdis_cds	0.0000	0.0000	0.4908	Bradi2g01420	Bradi2g01420
bdis_cds	bdis_cds	0.0000	0.0000	0.4371	Bradi4g20511	Bradi4g20511
bdis_cds	bdis_cds	0.0000	0.0000	0.4541	Bradi5g15850	Bradi5g15850
bdis_cds	bdis_cds	0.0000	0.0000	0.4145	Bradi5g00900	Bradi5g00900
bdis_cds	bdis_cds	0.0000	0.0000	0.4984	Bradi1g76296	Bradi1g76296
bdis_cds	bdis_cds	0.0000	0.0000	0.5010	Bradi3g27136	Bradi3g27136
bdis_cds	bdis_cds	0.0000	0.0000	0.4927	Bradi2g42932	Bradi2g42932
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi5g22017	Bradi5g22017
bdis_cds	bdis_cds	0.0000	0.0000	0.2931	Bradi3g60962	Bradi3g60962
bdis_cds	bdis_cds	0.0000	0.0000	0.3435	Bradi5g10980	Bradi5g10980
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi3g22550	Bradi3g22550
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi4g04945	Bradi4g04945
bdis_cds	bdis_cds	0.0000	0.0000	0.3636	Bradi1g59470	Bradi1g59470
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi4g02280	Bradi4g02280
bdis_cds	bdis_cds	0.0000	0.0000	0.4717	Bradi2g47560	Bradi2g47560
bdis_cds	bdis_cds	0.0000	0.0000	0.4865	Bradi3g48540	Bradi3g48540
bdis_cds	bdis_cds	0.0000	0.0000	0.4179	Bradi3g43411	Bradi3g43411
bdis_cds	bdis_cds	0.0000	0.0000	0.4107	Bradi4g41040	Bradi4g41040
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi2g36170	Bradi2g36170
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi1g23851	Bradi1g23851
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi4g37770	Bradi4g37770
bdis_cds	bdis_cds	0.0000	0.0000	0.4538	Bradi1g39346	Bradi1g39346
bdis_cds	bdis_cds	0.0000	0.0000	0.3851	Bradi1g64860	Bradi1g64860
bdis_cds	bdis_cds	0.0000	0.0000	0.4853	Bradi1g41840	Bradi1g41840
bdis_cds	bdis_cds	0.0000	0.0000	0.4022	Bradi1g00563	Bradi1g00563
bdis_cds	bdis_cds	0.0000	0.0000	0.1806	Bradi3g30790	Bradi3g30790
bdis_cds	bdis_cds	0.0000	0.0000	0.4386	Bradi5g01240	Bradi5g01240
bdis_cds	bdis_cds	0.0000	0.0000	0.4641	Bradi3g35340	Bradi3g35340
bdis_cds	bdis_cds	0.0000	0.0000	0.3586	Bradi1g05744	Bradi1g05744
bdis_cds	bdis_cds	0.0000	0.0000	0.3695	Bradi1g14660	Bradi1g14660
bdis_cds	bdis_cds	0.0000	0.0000	0.4403	Bradi3g34050	Bradi3g34050
bdis_cds	bdis_cds	0.0000	0.0000	0.3876	Bradi3g24410	Bradi3g24410
bdis_cds	bdis_cds	0.0000	0.0000	0.4519	Bradi3g28003	Bradi3g28003
bdis_cds	bdis_cds	0.0000	0.0000	0.4971	Bradi1g50590	Bradi1g50590
bdis_cds	bdis_cds	0.0000	0.0000	0.3326	Bradi1g36400	Bradi1g36400
bdis_cds	bdis_cds	0.0000	0.0000	0.0237	Bradi1g19781	Bradi1g19781
bdis_cds	bdis_cds	0.0000	0.0000	0.3727	Bradi1g21470	Bradi1g21470
bdis_cds	bdis_cds	0.0000	0.0000	0.5119	Bradi1g33260	Bradi1g33260
bdis_cds	bdis_cds	0.0000	0.0000	99.0000	Bradi5g19526	Bradi5g19526
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi1g62930	Bradi1g62930
bdis_cds	bdis_cds	0.0000	0.0000	0.4795	Bradi1g52220	Bradi1g52220
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi1g62310	Bradi1g62310
bdis_cds	bdis_cds	0.0000	0.0000	0.3597	Bradi3g21705	Bradi3g21705
bdis_cds	bdis_cds	0.0000	0.0000	0.5139	Bradi4g23380	Bradi4g23380
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi2g51276	Bradi2g51276
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi5g24590	Bradi5g24590
bdis_cds	bdis_cds	0.0000	0.0000	0.3966	Bradi1g41970	Bradi1g41970
bdis_cds	bdis_cds	0.0000	0.0000	0.4834	Bradi4g43455	Bradi4g43455
bdis_cds	bdis_cds	0.0000	0.0000	0.4547	Bradi3g14980	Bradi3g14980
bdis_cds	bdis_cds	0.0000	0.0000	99.0000	Bradi5g23150	Bradi5g23150
bdis_cds	bdis_cds	0.0000	0.0000	99.0000	Bradi3g48800	Bradi3g48800
bdis_cds	bdis_cds	0.0000	0.0000	99.0000	Bradi4g41300	Bradi4g41300
bdis_cds	bdis_cds	0.0000	0.0000	0.4309	Bradi5g14640	Bradi5g14640
bdis_cds	bdis_cds	0.0000	0.0000	0.5138	Bradi2g00650	Bradi2g00650
bdis_cds	bdis_cds	0.0000	0.0000	7.6137	Bradi5g12260	Bradi5g12260
bdis_cds	bdis_cds	0.0000	0.0000	0.4771	Bradi2g06340	Bradi2g06340
bdis_cds	bdis_cds	0.0000	0.0000	0.4968	Bradi2g56710	Bradi2g56710
bdis_cds	bdis_cds	0.0000	0.0000	0.4796	Bradi1g34842	Bradi1g34842
bdis_cds	bdis_cds	0.0000	0.0000	0.3678	Bradi3g04147	Bradi3g04147
bdis_cds	bdis_cds	0.0000	0.0000	0.4013	Bradi3g14250	Bradi3g14250
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi2g43744	Bradi2g43744
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi4g15500	Bradi4g15500
bdis_cds	bdis_cds	0.0000	0.0000	0.4507	Bradi1g61270	Bradi1g61270
bdis_cds	bdis_cds	0.0000	0.0000	0.4158	Bradi4g40420	Bradi4g40420
bdis_cds	bdis_cds	0.0000	0.0000	0.3843	Bradi2g15220	Bradi2g15220
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi1g62910	Bradi1g62910
bdis_cds	bdis_cds	0.0000	0.0000	0.4247	Bradi2g02755	Bradi2g02755
bdis_cds	bdis_cds	0.0000	0.0000	0.4545	Bradi3g34440	Bradi3g34440
bdis_cds	bdis_cds	0.0000	0.0000	0.3427	Bradi4g31740	Bradi4g31740
bdis_cds	bdis_cds	0.0000	0.0000	7.2371	Bradi3g18622	Bradi3g18622
bdis_cds	bdis_cds	0.0000	0.0000	16.6047	Bradi1g50180	Bradi1g50180
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi3g10650	Bradi3g10650
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi1g22077	Bradi1g22077
bdis_cds	bdis_cds	0.0000	0.0000	0.2985	Bradi4g21970	Bradi4g21970
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi3g60155	Bradi3g60155
bdis_cds	bdis_cds	0.0000	0.0000	0.1266	Bradi1g50620	Bradi1g50620
bdis_cds	bdis_cds	0.0000	0.0000	0.3912	Bradi3g42500	Bradi3g42500
bdis_cds	bdis_cds	0.0000	0.0000	0.5251	Bradi5g08730	Bradi5g08730
bdis_cds	bdis_cds	0.0000	0.0000	0.4276	Bradi2g18400	Bradi2g18400
bdis_cds	bdis_cds	0.0000	0.0000	0.3745	Bradi2g50290	Bradi2g50290
bdis_cds	bdis_cds	0.0000	0.0000	0.4547	Bradi1g00232	Bradi1g00232
bdis_cds	bdis_cds	0.0000	0.0000	0.4444	Bradi1g42540	Bradi1g42540
bdis_cds	bdis_cds	0.0000	0.0000	0.4862	Bradi3g38917	Bradi3g38917
bdis_cds	bdis_cds	0.0000	0.0000	0.7810	Bradi3g34300	Bradi3g34300
bdis_cds	bdis_cds	0.0000	0.0000	0.4449	Bradi1g61145	Bradi1g61145
bdis_cds	bdis_cds	0.0000	0.0000	0.3785	Bradi1g60642	Bradi1g60642
bdis_cds	bdis_cds	0.0000	0.0000	0.4938	Bradi3g45535	Bradi3g45535
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi4g13525	Bradi4g13525
bdis_cds	bdis_cds	0.0000	0.0000	0.4866	Bradi3g16616	Bradi3g16616
bdis_cds	bdis_cds	0.0000	0.0000	0.3964	Bradi1g30026	Bradi1g30026
bdis_cds	bdis_cds	0.0000	0.0000	0.4862	Bradi4g39027	Bradi4g39027
bdis_cds	bdis_cds	0.0000	0.0000	0.3965	Bradi1g21630	Bradi1g21630
bdis_cds	bdis_cds	0.0000	0.0000	2.5064	Bradi3g39660	Bradi3g39660
bdis_cds	bdis_cds	0.0000	0.0000	0.4377	Bradi1g63910	Bradi1g63910
bdis_cds	bdis_cds	0.0000	0.0000	99.0000	Bradi1g19165	Bradi1g19165
bdis_cds	bdis_cds	0.0000	0.0000	0.5009	Bradi2g14710	Bradi2g14710
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi4g12672	Bradi4g12672
bdis_cds	bdis_cds	0.0000	0.0000	0.4890	Bradi1g03320	Bradi1g03320
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi4g12025	Bradi4g12025
bdis_cds	bdis_cds	0.0000	0.0000	0.4060	Bradi4g31195	Bradi4g31195
bdis_cds	bdis_cds	0.0000	0.0000	0.3455	Bradi1g43250	Bradi1g43250
bdis_cds	bdis_cds	0.0000	0.0000	0.4235	Bradi1g02670	Bradi1g02670
bdis_cds	bdis_cds	0.0000	0.0000	0.5070	Bradi3g17590	Bradi3g17590
bdis_cds	bdis_cds	0.0000	0.0000	0.3886	Bradi1g78165	Bradi1g78165
bdis_cds	bdis_cds	0.0000	0.0000	0.5082	Bradi3g06530	Bradi3g06530
bdis_cds	bdis_cds	0.0000	0.0000	0.4368	Bradi2g38530	Bradi2g38530
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi1g26010	Bradi1g26010
bdis_cds	bdis_cds	0.0000	0.0000	0.4312	Bradi3g10140	Bradi3g10140
bdis_cds	bdis_cds	0.0000	0.0000	0.4375	Bradi3g44700	Bradi3g44700
bdis_cds	bdis_cds	0.0000	0.0000	99.0000	Bradi5g14170	Bradi5g14170
bdis_cds	bdis_cds	0.0000	0.0000	0.4770	Bradi3g15420	Bradi3g15420
bdis_cds	bdis_cds	0.0000	0.0000	0.4912	Bradi5g22040	Bradi5g22040
bdis_cds	bdis_cds	0.0000	0.0000	0.4372	Bradi2g12100	Bradi2g12100
bdis_cds	bdis_cds	0.0000	0.0000	0.3500	Bradi2g28254	Bradi2g28254
bdis_cds	bdis_cds	0.0000	0.0000	0.7621	Bradi4g42980	Bradi4g42980
bdis_cds	bdis_cds	0.0000	0.0000	0.4069	Bradi4g43037	Bradi4g43037
bdis_cds	bdis_cds	0.0000	0.0000	0.4409	Bradi4g32230	Bradi4g32230
bdis_cds	bdis_cds	0.0000	0.0000	0.4958	Bradi3g14530	Bradi3g14530
bdis_cds	bdis_cds	0.0000	0.0000	0.4195	Bradi5g18430	Bradi5g18430
bdis_cds	bdis_cds	0.0000	0.0000	0.4995	Bradi2g24440	Bradi2g24440
bdis_cds	bdis_cds	0.0000	0.0000	0.4618	Bradi1g45255	Bradi1g45255
bdis_cds	bdis_cds	0.0000	0.0000	0.4520	Bradi4g16256	Bradi4g16256
bdis_cds	bdis_cds	0.0000	0.0000	0.3978	Bradi5g10096	Bradi5g10096
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi4g33350	Bradi4g33350
bdis_cds	bdis_cds	0.0000	0.0000	0.4006	Bradi3g33360	Bradi3g33360
bdis_cds	bdis_cds	0.0000	0.0000	0.4848	Bradi2g07650	Bradi2g07650
bdis_cds	bdis_cds	0.0000	0.0000	0.4598	Bradi4g43030	Bradi4g43030
bdis_cds	bdis_cds	0.0000	0.0000	0.4062	Bradi3g21898	Bradi3g21898
bdis_cds	bdis_cds	0.0000	0.0000	0.5045	Bradi1g59080	Bradi1g59080
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi4g12785	Bradi4g12785
bdis_cds	bdis_cds	0.0000	0.0000	0.4236	Bradi3g23340	Bradi3g23340
bdis_cds	bdis_cds	0.0000	0.0000	99.0000	Bradi2g06497	Bradi2g06497
bdis_cds	bdis_cds	0.0000	0.0000	99.0000	Bradi3g31130	Bradi3g31130
bdis_cds	bdis_cds	0.0000	0.0000	0.4674	Bradi3g09983	Bradi3g09983
bdis_cds	bdis_cds	0.0000	0.0000	0.5093	Bradi3g52500	Bradi3g52500
bdis_cds	bdis_cds	0.0000	0.0000	0.4152	Bradi2g26900	Bradi2g26900
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi2g51610	Bradi2g51610
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi2g18820	Bradi2g18820
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi3g16500	Bradi3g16500
bdis_cds	bdis_cds	0.0000	0.0000	0.3505	Bradi3g56132	Bradi3g56132
bdis_cds	bdis_cds	0.0000	0.0000	0.4086	Bradi1g14210	Bradi1g14210
bdis_cds	bdis_cds	0.0000	0.0000	0.4736	Bradi5g20265	Bradi5g20265
bdis_cds	bdis_cds	0.0000	0.0000	0.4559	Bradi5g09300	Bradi5g09300
bdis_cds	bdis_cds	0.0000	0.0000	25.2425	Bradi2g00792	Bradi2g00792
bdis_cds	bdis_cds	0.0000	0.0000	0.3597	Bradi1g13516	Bradi1g13516
bdis_cds	bdis_cds	0.0000	0.0000	0.4088	Bradi3g33420	Bradi3g33420
bdis_cds	bdis_cds	0.0000	0.0000	0.3840	Bradi2g38910	Bradi2g38910
bdis_cds	bdis_cds	0.0000	0.0000	0.4340	Bradi4g32790	Bradi4g32790
bdis_cds	bdis_cds	0.0000	0.0000	0.6927	Bradi1g13807	Bradi1g13807
bdis_cds	bdis_cds	0.0000	0.0000	0.4298	Bradi2g51650	Bradi2g51650
bdis_cds	bdis_cds	0.0000	0.0000	0.4809	Bradi3g14730	Bradi3g14730
bdis_cds	bdis_cds	0.0000	0.0000	0.4721	Bradi3g39626	Bradi3g39626
bdis_cds	bdis_cds	0.0000	0.0000	0.4674	Bradi3g22887	Bradi3g22887
bdis_cds	bdis_cds	0.0000	0.0000	0.4550	Bradi3g57880	Bradi3g57880
bdis_cds	bdis_cds	0.0000	0.0000	0.4090	Bradi1g26380	Bradi1g26380
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi1g14486	Bradi1g14486
bdis_cds	bdis_cds	0.0000	0.0000	0.0025	Bradi3g51850	Bradi3g51850
bdis_cds	bdis_cds	0.0000	0.0000	0.5087	Bradi3g22340	Bradi3g22340
bdis_cds	bdis_cds	0.0000	0.0000	0.3965	Bradi2g39960	Bradi2g39960
bdis_cds	bdis_cds	0.0000	0.0000	0.4996	Bradi3g48020	Bradi3g48020
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi4g07090	Bradi4g07090
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi3g27630	Bradi3g27630
bdis_cds	bdis_cds	0.0000	0.0000	0.4448	Bradi4g24040	Bradi4g24040
bdis_cds	bdis_cds	0.0000	0.0000	0.3894	Bradi3g01510	Bradi3g01510
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi4g12810	Bradi4g12810
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi1g20797	Bradi1g20797
bdis_cds	bdis_cds	0.0000	0.0000	0.3973	Bradi1g31920	Bradi1g31920
bdis_cds	bdis_cds	0.0000	0.0000	0.3892	Bradi3g05090	Bradi3g05090
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi4g34120	Bradi4g34120
bdis_cds	bdis_cds	0.0000	0.0000	0.3904	Bradi4g22653	Bradi4g22653
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi4g26180	Bradi4g26180
bdis_cds	bdis_cds	0.0000	0.0000	0.4609	Bradi5g08363	Bradi5g08363
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi4g10145	Bradi4g10145
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi1g44560	Bradi1g44560
bdis_cds	bdis_cds	0.0000	0.0000	0.0234	Bradi4g28570	Bradi4g28570
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi1g76815	Bradi1g76815
bdis_cds	bdis_cds	0.0000	0.0000	0.4005	Bradi4g45037	Bradi4g45037
bdis_cds	bdis_cds	0.0000	0.0000	0.4007	Bradi2g12850	Bradi2g12850
bdis_cds	bdis_cds	0.0000	0.0000	0.3074	Bradi1g06907	Bradi1g06907
bdis_cds	bdis_cds	0.0000	0.0000	99.0000	Bradi2g60590	Bradi2g60590
bdis_cds	bdis_cds	0.0000	0.0000	0.3734	Bradi3g51340	Bradi3g51340
bdis_cds	bdis_cds	0.0000	0.0000	0.3883	Bradi2g58950	Bradi2g58950
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi4g30437	Bradi4g30437
bdis_cds	bdis_cds	0.0000	0.0000	0.3992	Bradi3g43180	Bradi3g43180
bdis_cds	bdis_cds	0.0000	0.0000	99.0000	Bradi4g44638	Bradi4g44638
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi4g15215	Bradi4g15215
bdis_cds	bdis_cds	0.0000	0.0000	0.5116	Bradi5g20875	Bradi5g20875
bdis_cds	bdis_cds	0.0000	0.0000	0.4694	Bradi3g42252	Bradi3g42252
bdis_cds	bdis_cds	0.0000	0.0000	0.0999	Bradi2g09360	Bradi2g09360
bdis_cds	bdis_cds	0.0000	0.0000	0.3952	Bradi3g45337	Bradi3g45337
bdis_cds	bdis_cds	0.0000	0.0000	0.4428	Bradi5g27360	Bradi5g27360
bdis_cds	bdis_cds	0.0000	0.0000	0.4634	Bradi4g38012	Bradi4g38012
bdis_cds	bdis_cds	0.0000	0.0000	0.0010	Bradi3g36577	Bradi3g36577
bdis_cds	bdis_cds	0.0000	0.0000	0.5853	Bradi3g09690	Bradi3g09690
